Nebraska,4.61,(3.84 - 5.54),6.21,(5.02 - 7.66),0.15,(0.09 - 0.25),1.01,(0.83 - 1.23)
Regions 1 and 2,4.45,(2.97 - 6.62),6.47,(4.16 - 9.92),*,(* - *),0.84,(0.57 - 1.23)
Region 3,5.61,(3.78 - 8.25),6.12,(3.94 - 9.40),*,(* - *),0.91,(0.62 - 1.34)
Region 4,4.43,(3.16 - 6.19),6.11,(3.93 - 9.38),*,(* - *),0.84,(0.57 - 1.24)
Region 5,4.9,(3.62 - 6.60),6.66,(4.83 - 9.12),*,(* - *),1.27,(0.94 - 1.72)
Region 6,4.23,(3.13 - 5.69),5.84,(4.14 - 8.19),0.17,(0.10 - 0.31),0.99,(0.73 - 1.34)
Nevada,6.35,(5.27 - 7.65),4.35,(3.29 - 5.72),0.16,(0.10 - 0.27),0.7,(0.55 - 0.89)
Clark,5.93,(4.65 - 7.55),3.65,(2.51 - 5.27),0.16,(0.09 - 0.29),0.63,(0.46 - 0.86)
Rural,7.31,(5.43 - 9.77),6.33,(4.04 - 9.77),*,(* - *),0.81,(0.55 - 1.18)
Washoe,7.33,(5.29 - 10.09),6.79,(4.43 - 10.27),*,(* - *),0.98,(0.67 - 1.41)
New Hampshire,5.66,(4.74 - 6.74),10.54,(8.56 - 12.91),0.19,(0.12 - 0.30),1.34,(1.10 - 1.63)
Central,5.76,(4.41 - 7.47),11.24,(8.29 - 15.07),*,(* - *),1.46,(1.11 - 1.93)
Central 1,5.33,(3.61 - 7.80),12.22,(8.19 - 17.84),*,(* - *),1.76,(1.23 - 2.53)
Central 2,6.18,(4.46 - 8.50),9.99,(6.62 - 14.82),*,(* - *),1.16,(0.81 - 1.68)
Northern,5.8,(3.94 - 8.46),11.01,(7.04 - 16.83),*,(* - *),1.52,(1.02 - 2.27)
Southern,5.58,(4.53 - 6.86),10.06,(7.74 - 12.98),0.19,(0.11 - 0.31),1.24,(0.97 - 1.58)
Southern 1 (Rockingham),6.23,(4.65 - 8.30),8.07,(5.32 - 12.06),*,(* - *),1.02,(0.71 - 1.44)
Southern 2,5.2,(3.94 - 6.84),11.18,(8.06 - 15.30),0.18,(0.10 - 0.33),1.37,(1.01 - 1.85)
New Jersey,5.7,(4.80 - 6.77),5.92,(4.78 - 7.32),0.13,(0.09 - 0.21),0.78,(0.63 - 0.95)
Central,5.84,(4.31 - 7.87),5.6,(3.75 - 8.30),*,(* - *),0.7,(0.49 - 0.99)
Metropolitan,5.38,(3.96 - 7.29),5.76,(3.95 - 8.33),*,(* - *),0.87,(0.62 - 1.21)
Northern,5.55,(4.16 - 7.38),5.34,(3.71 - 7.62),0.12,(0.07 - 0.22),0.65,(0.47 - 0.91)
Southern,6.12,(4.50 - 8.25),7.47,(5.08 - 10.85),*,(* - *),0.97,(0.69 - 1.36)
New Mexico,8.08,(6.79 - 9.60),6.19,(4.79 - 7.97),0.13,(0.07 - 0.24),0.87,(0.68 - 1.11)
Region 1,8.97,(6.71 - 11.91),5.59,(3.46 - 8.89),*,(* - *),0.87,(0.57 - 1.33)
Region 2,10.93,(7.74 - 15.22),6.94,(4.17 - 11.33),*,(* - *),0.83,(0.53 - 1.29)
Region 3 (Bernalillo),6.81,(5.06 - 9.10),5.77,(3.87 - 8.51),0.15,(0.07 - 0.30),0.88,(0.62 - 1.26)
Region 4,5.92,(3.97 - 8.75),5.5,(3.27 - 9.10),*,(* - *),0.8,(0.51 - 1.24)
Region 5,8.51,(6.15 - 11.67),7.61,(5.00 - 11.41),*,(* - *),0.92,(0.63 - 1.35)
New York,5.82,(5.27 - 6.42),6.39,(5.63 - 7.25),0.15,(0.11 - 0.22),0.92,(0.81 - 1.04)
Region A,4.5,(3.75 - 5.38),4.58,(3.66 - 5.71),0.14,(0.09 - 0.22),0.73,(0.60 - 0.88)
Region 1,4.71,(3.42 - 6.46),3.89,(2.54 - 5.93),*,(* - *),0.63,(0.44 - 0.91)
Region 2,4.36,(3.34 - 5.68),4.63,(3.30 - 6.45),0.13,(0.07 - 0.23),0.73,(0.55 - 0.98)
Region 3,5.63,(3.81 - 8.24),8.42,(5.69 - 12.28),0.24,(0.12 - 0.45),1.22,(0.85 - 1.76)
Region 4,3.98,(2.79 - 5.64),3.14,(2.03 - 4.83),0.12,(0.06 - 0.24),0.52,(0.36 - 0.75)
Region B,5.61,(4.75 - 6.62),7.1,(5.72 - 8.77),0.17,(0.11 - 0.26),0.95,(0.77 - 1.16)
Region 5,5.44,(4.31 - 6.84),7.16,(5.30 - 9.61),0.18,(0.11 - 0.31),0.98,(0.74 - 1.30)
Region 6,5.67,(4.31 - 7.43),6.43,(4.38 - 9.35),*,(* - *),0.81,(0.59 - 1.12)
Region 7,6.04,(4.43 - 8.19),7.93,(5.39 - 11.51),*,(* - *),1.07,(0.76 - 1.50)
Region C,7.7,(6.61 - 8.95),9.6,(7.96 - 11.54),0.17,(0.11 - 0.27),1.24,(1.04 - 1.48)
Region 8,9.54,(7.03 - 12.82),9.46,(6.42 - 13.73),*,(* - *),1.21,(0.85 - 1.71)
Region 9,6.55,(5.02 - 8.50),9.24,(6.62 - 12.76),*,(* - *),1.18,(0.87 - 1.60)
Region 10,6.26,(4.63 - 8.42),10.12,(7.11 - 14.20),*,(* - *),1.68,(1.21 - 2.31)
Region 11,7.17,(5.44 - 9.39),9.36,(6.67 - 12.98),*,(* - *),1.17,(0.86 - 1.59)
Region 12,8.37,(6.62 - 10.55),9.98,(7.11 - 13.83),0.17,(0.10 - 0.30),1.2,(0.89 - 1.63)
Region D,7.4,(6.01 - 9.09),8.42,(6.44 - 10.94),0.16,(0.10 - 0.27),1.15,(0.90 - 1.47)
Region 13,6.54,(4.65 - 9.12),7.27,(4.65 - 11.20),*,(* - *),1.03,(0.70 - 1.51)
Region 14,7.13,(5.11 - 9.86),7.1,(4.64 - 10.72),*,(* - *),1.1,(0.76 - 1.61)
Region 15,8.43,(6.05 - 11.63),11.28,(7.38 - 16.86),*,(* - *),1.31,(0.90 - 1.90)
North Carolina,5.32,(4.49 - 6.30),5.51,(4.40 - 6.87),0.16,(0.10 - 0.25),0.82,(0.67 - 1.00)
Eastern,4.91,(3.49 - 6.85),5.8,(3.91 - 8.54),*,(* - *),0.89,(0.62 - 1.27)
North Central,5.11,(3.76 - 6.89),5.54,(3.72 - 8.17),*,(* - *),0.84,(0.59 - 1.19)
South Central,4.76,(3.49 - 6.46),6.11,(4.06 - 9.10),*,(* - *),0.87,(0.61 - 1.25)
Western,6.2,(4.74 - 8.06),4.86,(3.46 - 6.79),0.16,(0.10 - 0.28),0.72,(0.53 - 0.97)
North Dakota,5.23,(4.37 - 6.24),6.13,(4.95 - 7.57),0.14,(0.08 - 0.23),1,(0.82 - 1.22)
Badlands and West Central,5.25,(3.88 - 7.06),6.16,(4.07 - 9.21),*,(* - *),0.79,(0.55 - 1.13)
Lake Region and South Central,4.82,(3.46 - 6.66),5.1,(3.26 - 7.90),*,(* - *),0.66,(0.45 - 0.97)
North Central and Northwest,4.8,(3.39 - 6.75),5.8,(3.88 - 8.58),*,(* - *),0.84,(0.59 - 1.20)
Northeast,5.06,(3.51 - 7.23),5.67,(3.81 - 8.36),*,(* - *),1.29,(0.89 - 1.85)
Southeast,5.9,(4.36 - 7.93),7,(5.01 - 9.72),*,(* - *),1.45,(1.06 - 1.97)
Ohio,5.77,(5.27 - 6.30),6.61,(5.90 - 7.40),0.16,(0.11 - 0.23),0.98,(0.87 - 1.09)
"Boards 2, 46, 55, and 68",5.06,(3.61 - 7.05),5.59,(3.71 - 8.33),*,(* - *),0.75,(0.53 - 1.07)
"Boards 3, 52, and 85",5.09,(3.60 - 7.15),7.2,(4.89 - 10.49),*,(* - *),1.06,(0.75 - 1.51)
Boards 4 and 78,5.29,(3.85 - 7.23),6.34,(4.27 - 9.32),*,(* - *),0.82,(0.58 - 1.16)
Boards 5 and 60,4.62,(3.22 - 6.59),6.05,(4.09 - 8.85),*,(* - *),1.1,(0.78 - 1.55)
"Boards 7, 15, 41, 79, and 84",4.74,(3.35 - 6.67),7.72,(5.17 - 11.39),*,(* - *),0.91,(0.64 - 1.28)
"Boards 8, 13, and 83",6.56,(4.84 - 8.84),6.91,(4.60 - 10.25),*,(* - *),0.94,(0.67 - 1.33)
Board 9 (Butler),5.32,(3.70 - 7.58),9.78,(6.57 - 14.30),*,(* - *),1.63,(1.13 - 2.34)
Board 12,4.93,(3.40 - 7.09),5.84,(3.91 - 8.63),*,(* - *),1.01,(0.70 - 1.45)
Boards 18 and 47,5.63,(4.52 - 6.99),6.95,(5.15 - 9.31),0.15,(0.09 - 0.25),0.86,(0.66 - 1.11)
"Boards 20, 32, 54, and 69",5.45,(3.96 - 7.45),5.74,(3.70 - 8.79),*,(* - *),0.85,(0.59 - 1.24)
"Boards 21, 39, 51, 70, and 80",5.29,(3.94 - 7.06),6.85,(4.65 - 10.00),*,(* - *),0.9,(0.64 - 1.26)
"Boards 22, 74, and 87",5.41,(3.79 - 7.66),6.69,(4.37 - 10.12),*,(* - *),0.99,(0.69 - 1.43)
Boards 23 and 45,5.63,(4.05 - 7.79),7.27,(4.93 - 10.60),*,(* - *),1.02,(0.72 - 1.45)
Board 25 (Franklin),6.22,(4.87 - 7.91),5.67,(4.27 - 7.49),0.21,(0.12 - 0.35),1.19,(0.92 - 1.55)
"Boards 27, 71, and 73",5.6,(4.07 - 7.68),4.34,(2.82 - 6.63),*,(* - *),0.67,(0.46 - 0.97)
"Boards 28, 43, and 67",6.51,(4.85 - 8.68),7.01,(4.73 - 10.26),*,(* - *),1.04,(0.73 - 1.46)
Board 31 (Hamilton),7.83,(6.12 - 9.96),7.39,(5.21 - 10.37),*,(* - *),1.14,(0.83 - 1.56)
Board 48 (Lucas),6.48,(4.88 - 8.55),6.46,(4.49 - 9.21),*,(* - *),1.05,(0.75 - 1.46)
Boards 50 and 76,4.51,(3.29 - 6.16),7.51,(5.24 - 10.66),*,(* - *),0.93,(0.68 - 1.28)
Board 57 (Montgomery),6.37,(4.70 - 8.60),6.66,(4.54 - 9.66),*,(* - *),1.04,(0.75 - 1.45)
Board 77 (Summit),6.17,(4.68 - 8.08),6.4,(4.29 - 9.45),*,(* - *),0.88,(0.63 - 1.24)
Oklahoma,5.34,(4.43 - 6.42),5.18,(4.13 - 6.47),0.16,(0.10 - 0.24),0.86,(0.71 - 1.05)
Central,4.21,(2.66 - 6.60),5.87,(3.72 - 9.13),*,(* - *),1.03,(0.69 - 1.52)
East Central,5.61,(3.81 - 8.18),6.08,(3.69 - 9.86),*,(* - *),0.85,(0.55 - 1.31)
Northeast,4.8,(3.17 - 7.19),5.22,(3.34 - 8.06),*,(* - *),0.86,(0.59 - 1.25)
Northwest and Southwest,5.89,(4.09 - 8.40),5.2,(3.34 - 8.00),*,(* - *),0.84,(0.57 - 1.24)
Oklahoma County,6.17,(4.37 - 8.66),5,(3.24 - 7.64),*,(* - *),0.9,(0.62 - 1.30)
Southeast,4.92,(3.36 - 7.15),4.56,(2.75 - 7.47),*,(* - *),0.72,(0.47 - 1.09)
Tulsa County,5.33,(3.77 - 7.50),4.77,(3.08 - 7.32),*,(* - *),0.87,(0.60 - 1.27)
Oregon,7.44,(6.30 - 8.78),6.88,(5.50 - 8.56),0.22,(0.14 - 0.35),1.07,(0.87 - 1.31)
Region 1 (Multnomah),7.85,(5.60 - 10.92),6.78,(4.51 - 10.07),*,(* - *),1.18,(0.82 - 1.70)
Region 2,6.15,(4.55 - 8.28),6.5,(4.30 - 9.70),0.27,(0.14 - 0.50),1.05,(0.74 - 1.49)
Region 3,7.54,(5.79 - 9.76),6.96,(4.95 - 9.70),0.2,(0.11 - 0.35),1.18,(0.86 - 1.60)
Region 4,7.13,(5.07 - 9.93),7.75,(4.77 - 12.37),*,(* - *),0.84,(0.56 - 1.25)
Region 5,9.57,(6.67 - 13.55),6.73,(4.01 - 11.07),*,(* - *),0.94,(0.62 - 1.44)
Pennsylvania,6.07,(5.55 - 6.63),6.71,(5.95 - 7.56),0.14,(0.10 - 0.21),0.92,(0.82 - 1.04)
Region 1 (Allegheny),6.31,(4.98 - 7.96),8.16,(6.04 - 10.94),0.16,(0.09 - 0.26),1.07,(0.81 - 1.41)
"Regions 2, 3, 8, and 9",6.06,(4.62 - 7.92),7.65,(5.48 - 10.58),*,(* - *),0.98,(0.73 - 1.33)
"Regions 4, 11, 37, and 49",6.21,(4.79 - 8.01),6.51,(4.49 - 9.36),*,(* - *),0.8,(0.58 - 1.10)
"Regions 5, 18, 23, 24, and 46",4.07,(2.93 - 5.64),4.99,(3.44 - 7.18),0.13,(0.07 - 0.25),0.72,(0.52 - 1.00)
"Regions 6, 12, 16, 31, 35, 39, 45, and 47",5.87,(4.38 - 7.82),9.14,(6.77 - 12.23),*,(* - *),1.52,(1.14 - 2.02)
"Regions 7, 13, 20, and 33",7.09,(5.94 - 8.44),6.49,(4.91 - 8.53),0.17,(0.10 - 0.29),0.88,(0.68 - 1.13)
"Regions 10, 14, 15, 27, 32, 43, and 44",5.4,(3.95 - 7.34),5.8,(3.90 - 8.55),*,(* - *),0.71,(0.51 - 1.01)
Regions 17 and 21,5.84,(4.15 - 8.14),9.14,(6.17 - 13.32),*,(* - *),1.26,(0.88 - 1.78)
"Regions 19, 26, 28, and 42",5.81,(4.61 - 7.31),6.24,(4.73 - 8.19),0.14,(0.09 - 0.23),0.87,(0.67 - 1.12)
"Regions 22, 38, 40, 41, and 48",5.01,(3.77 - 6.62),6.23,(4.28 - 8.99),*,(* - *),0.73,(0.53 - 1.01)
Regions 25 and 30,6.05,(4.49 - 8.11),6.68,(4.47 - 9.88),*,(* - *),0.76,(0.54 - 1.07)
Regions 29 and 34,5.34,(3.88 - 7.30),5.87,(3.81 - 8.94),*,(* - *),0.74,(0.52 - 1.06)
Region 36 (Philadelphia),6.62,(5.26 - 8.29),5.73,(4.22 - 7.73),0.16,(0.09 - 0.28),1.02,(0.77 - 1.35)
Rhode Island,7.51,(6.35 - 8.86),8.13,(6.44 - 10.21),0.18,(0.11 - 0.31),1.15,(0.92 - 1.42)
Bristol and Newport,10.52,(7.76 - 14.12),11.37,(6.80 - 18.38),*,(* - *),1.43,(0.92 - 2.23)
Kent,8.3,(6.07 - 11.27),9.08,(5.80 - 13.93),*,(* - *),0.95,(0.66 - 1.37)
Providence,6.76,(5.36 - 8.51),6.93,(5.13 - 9.31),0.17,(0.10 - 0.31),1.06,(0.81 - 1.40)
Washington,7.49,(5.45 - 10.20),11.53,(7.58 - 17.15),*,(* - *),1.63,(1.12 - 2.38)
South Carolina,5.86,(4.99 - 6.87),6.34,(5.15 - 7.79),0.15,(0.09 - 0.23),0.93,(0.77 - 1.13)
Region 1,5.51,(4.10 - 7.38),6.17,(4.23 - 8.91),*,(* - *),0.88,(0.63 - 1.22)
Region 2,6.44,(4.97 - 8.31),7.47,(5.36 - 10.33),0.16,(0.09 - 0.28),1.05,(0.77 - 1.43)
Region 3,5.69,(4.16 - 7.73),5.1,(3.24 - 7.93),*,(* - *),0.75,(0.51 - 1.10)
Region 4,5.64,(4.25 - 7.45),6.17,(4.30 - 8.77),*,(* - *),0.99,(0.71 - 1.37)
South Dakota,5.31,(4.48 - 6.29),5.92,(4.84 - 7.23),0.14,(0.09 - 0.23),0.97,(0.80 - 1.17)
Region 1,4.91,(3.39 - 7.05),6.5,(4.17 - 10.01),*,(* - *),0.93,(0.63 - 1.36)
Region 2,5.78,(4.24 - 7.84),6.56,(4.67 - 9.14),*,(* - *),1.18,(0.85 - 1.62)
Region 3,4.49,(3.07 - 6.51),4.76,(2.98 - 7.50),*,(* - *),0.89,(0.59 - 1.35)
Region 4,5.98,(4.05 - 8.76),6.7,(4.21 - 10.49),*,(* - *),1.12,(0.74 - 1.68)
Region 5,5.85,(3.98 - 8.51),7.52,(4.68 - 11.87),*,(* - *),0.9,(0.59 - 1.37)
Region 6,5.59,(3.80 - 8.17),6.4,(4.04 - 10.00),*,(* - *),0.83,(0.55 - 1.24)
Region 7,5.07,(3.53 - 7.23),4.58,(2.92 - 7.11),*,(* - *),0.84,(0.57 - 1.23)
Tennessee,6.04,(5.14 - 7.07),5.92,(4.81 - 7.27),0.16,(0.11 - 0.24),0.85,(0.71 - 1.02)
Region 1,6.74,(4.61 - 9.77),6.97,(4.21 - 11.31),*,(* - *),0.77,(0.51 - 1.15)
Region 2,5.92,(4.31 - 8.09),6.4,(4.31 - 9.39),*,(* - *),0.82,(0.59 - 1.16)
Region 3,5.97,(4.40 - 8.06),4.75,(3.06 - 7.32),*,(* - *),0.7,(0.49 - 1.01)
Region 4 (Davidson),6.24,(4.19 - 9.20),5.95,(3.75 - 9.34),*,(* - *),1.01,(0.68 - 1.50)
Region 5,6.34,(4.75 - 8.41),6.18,(4.24 - 8.94),*,(* - *),0.91,(0.65 - 1.26)
Region 6,5.85,(4.11 - 8.26),4.41,(2.76 - 6.99),*,(* - *),0.66,(0.45 - 0.98)
Region 7 (Shelby),5.52,(3.94 - 7.68),6.95,(4.57 - 10.43),*,(* - *),1.09,(0.76 - 1.57)
Texas,4.99,(4.49 - 5.54),4.87,(4.29 - 5.53),0.14,(0.10 - 0.21),0.84,(0.75 - 0.96)
Region 1,4.67,(3.32 - 6.53),5.77,(3.91 - 8.44),*,(* - *),0.93,(0.66 - 1.32)
Region 2,5.23,(3.69 - 7.36),5.71,(3.60 - 8.93),*,(* - *),0.85,(0.58 - 1.23)
Region 3,4.55,(3.80 - 5.44),4.99,(3.96 - 6.26),0.17,(0.11 - 0.28),0.88,(0.72 - 1.09)
Region 3a,4.14,(3.27 - 5.22),4.59,(3.37 - 6.21),0.18,(0.10 - 0.30),0.84,(0.65 - 1.10)
Region 3bc,5.27,(4.08 - 6.77),5.8,(4.18 - 7.99),0.17,(0.11 - 0.28),0.96,(0.71 - 1.28)
Region 4,4.86,(3.50 - 6.71),4.06,(2.57 - 6.34),*,(* - *),0.59,(0.41 - 0.86)
Region 5,4.5,(3.11 - 6.48),5.29,(3.35 - 8.26),*,(* - *),0.79,(0.54 - 1.16)
Region 6,4.57,(3.74 - 5.58),4.01,(3.18 - 5.05),0.15,(0.09 - 0.25),0.77,(0.62 - 0.95)
Region 6a,4.34,(3.46 - 5.44),3.87,(3.00 - 4.98),0.15,(0.09 - 0.26),0.76,(0.60 - 0.96)
Region 6bc,6.6,(4.65 - 9.30),5.69,(3.58 - 8.94),*,(* - *),0.86,(0.58 - 1.28)
Region 7,6.1,(4.89 - 7.58),5.82,(4.48 - 7.52),0.19,(0.12 - 0.29),1.21,(0.96 - 1.53)
Region 7a,6.64,(5.00 - 8.77),6.08,(4.25 - 8.64),0.21,(0.12 - 0.36),1.23,(0.90 - 1.68)
Region 7bcd,5.39,(3.85 - 7.50),5.51,(3.81 - 7.90),*,(* - *),1.19,(0.85 - 1.66)
Region 8,5.66,(4.30 - 7.40),5.92,(4.24 - 8.23),0.11,(0.06 - 0.20),0.82,(0.61 - 1.11)
Region 9,5.42,(3.83 - 7.63),5.47,(3.42 - 8.62),*,(* - *),0.77,(0.51 - 1.16)
Region 10,5.07,(3.55 - 7.21),5.31,(3.39 - 8.21),*,(* - *),0.84,(0.56 - 1.25)
Region 11,5.43,(4.24 - 6.94),3.98,(2.88 - 5.49),*,(* - *),0.68,(0.50 - 0.91)
Region 11abd,5.98,(4.38 - 8.10),4.29,(2.81 - 6.50),*,(* - *),0.7,(0.48 - 1.02)
Region 11c (Hidalgo),4.48,(3.14 - 6.37),3.48,(2.23 - 5.40),*,(* - *),0.64,(0.43 - 0.95)
Utah,3.94,(3.15 - 4.92),3.91,(3.01 - 5.06),0.2,(0.10 - 0.40),1.01,(0.79 - 1.29)
"Bear River, Northeastern, Summit, Tooele, and Wasatch",4.78,(3.16 - 7.17),3.6,(2.14 - 6.02),*,(* - *),0.94,(0.60 - 1.47)
"Central, Four Corners, San Juan, and Southwest",2.74,(1.68 - 4.42),3.27,(1.87 - 5.66),*,(* - *),0.71,(0.44 - 1.16)
Davis County,3.86,(2.49 - 5.92),5.02,(3.13 - 7.97),*,(* - *),1.12,(0.74 - 1.69)
Salt Lake County,4.44,(3.23 - 6.07),4.06,(2.78 - 5.89),0.22,(0.10 - 0.47),0.98,(0.70 - 1.38)
Utah County,2.89,(1.77 - 4.68),3.36,(2.07 - 5.42),*,(* - *),1.23,(0.78 - 1.91)
"Weber, Morgan",4.74,(3.03 - 7.34),5.41,(3.32 - 8.70),*,(* - *),1.1,(0.71 - 1.70)
Vermont,7.56,(6.51 - 8.75),10.39,(8.54 - 12.59),0.18,(0.11 - 0.30),1.37,(1.13 - 1.65)
Champlain Valley,6.85,(5.44 - 8.58),10.6,(7.98 - 13.95),0.2,(0.11 - 0.35),1.69,(1.30 - 2.20)
Rural Northeast,8.2,(6.35 - 10.52),9.54,(6.64 - 13.52),*,(* - *),1.15,(0.83 - 1.60)
Rural Southeast,8.23,(6.20 - 10.84),12.2,(8.40 - 17.41),*,(* - *),1.28,(0.90 - 1.81)
Rural Southwest,7.57,(5.56 - 10.22),9.04,(6.02 - 13.34),*,(* - *),1.07,(0.75 - 1.53)
Virginia,5.38,(4.53 - 6.38),6.32,(5.12 - 7.79),0.15,(0.10 - 0.23),0.9,(0.74 - 1.10)
Region 1,5.63,(4.02 - 7.83),6.86,(4.57 - 10.16),*,(* - *),1.01,(0.71 - 1.45)
Region 2,4.49,(3.09 - 6.47),5.05,(3.20 - 7.88),0.15,(0.07 - 0.31),0.73,(0.49 - 1.08)
Region 3,6.25,(4.45 - 8.73),8.27,(5.46 - 12.33),*,(* - *),1,(0.69 - 1.44)
Region 4,5.69,(4.13 - 7.80),4.88,(3.20 - 7.37),*,(* - *),0.73,(0.51 - 1.05)
Region 5,5.32,(3.91 - 7.20),7.07,(4.87 - 10.15),*,(* - *),1.1,(0.78 - 1.54)
Washington,5.79,(4.89 - 6.85),7.14,(5.77 - 8.80),0.18,(0.12 - 0.27),1.08,(0.89 - 1.32)
Region 1,6.09,(4.30 - 8.57),7.81,(5.17 - 11.63),*,(* - *),1.22,(0.84 - 1.77)
Region 2,4.67,(3.21 - 6.74),5.57,(3.44 - 8.88),*,(* - *),0.82,(0.54 - 1.23)
Region 3,6.01,(4.37 - 8.21),6.58,(4.14 - 10.32),*,(* - *),0.99,(0.67 - 1.47)
Region 4 (King),7.19,(5.32 - 9.64),8.46,(5.87 - 12.03),*,(* - *),1.26,(0.90 - 1.76)
Region 5,4.69,(3.19 - 6.84),5.88,(3.77 - 9.07),*,(* - *),1.04,(0.70 - 1.53)
Region 6,5.15,(3.69 - 7.14),7.08,(4.67 - 10.59),*,(* - *),0.96,(0.67 - 1.37)
West Virginia,5.3,(4.47 - 6.27),6.72,(5.47 - 8.24),0.14,(0.09 - 0.21),0.78,(0.64 - 0.94)
Eastern Highland,5.26,(3.85 - 7.14),6.35,(4.27 - 9.34),*,(* - *),0.69,(0.49 - 0.96)
Northern,5.25,(3.93 - 6.99),8.41,(6.15 - 11.40),*,(* - *),0.98,(0.74 - 1.31)
Northern A and B,5.09,(3.43 - 7.51),7.19,(4.47 - 11.36),*,(* - *),0.77,(0.52 - 1.15)
Northern C and D,5.33,(3.71 - 7.59),8.97,(6.11 - 13.00),*,(* - *),1.1,(0.78 - 1.55)
South Central,5.56,(4.42 - 6.96),6.23,(4.70 - 8.21),0.14,(0.08 - 0.23),0.74,(0.57 - 0.96)
South Central I,5.56,(3.90 - 7.88),6.75,(4.33 - 10.38),*,(* - *),0.75,(0.51 - 1.09)
South Central II,4.72,(3.11 - 7.10),6.06,(3.80 - 9.53),*,(* - *),0.76,(0.51 - 1.13)
South Central III,6.15,(4.43 - 8.48),6.05,(3.92 - 9.22),*,(* - *),0.73,(0.50 - 1.06)
Southern,4.88,(3.66 - 6.49),5.84,(4.12 - 8.22),*,(* - *),0.68,(0.51 - 0.92)
Southern I and III,4.14,(2.78 - 6.13),5.78,(3.63 - 9.09),*,(* - *),0.67,(0.46 - 0.99)
Southern II,6.41,(4.33 - 9.41),5.96,(3.69 - 9.48),*,(* - *),0.7,(0.47 - 1.05)
Wisconsin,6.34,(5.43 - 7.40),7.25,(5.91 - 8.87),0.17,(0.12 - 0.26),1.09,(0.91 - 1.32)
Milwaukee,7.25,(5.15 - 10.12),8.65,(5.57 - 13.20),*,(* - *),1.47,(0.99 - 2.19)
Northeastern,5.26,(3.80 - 7.26),6.08,(4.10 - 8.93),*,(* - *),0.89,(0.63 - 1.25)
Northern,6.37,(4.49 - 8.96),7.12,(4.72 - 10.59),*,(* - *),0.96,(0.67 - 1.38)
Southeastern,7.47,(5.63 - 9.85),7.59,(4.97 - 11.43),*,(* - *),1,(0.71 - 1.43)
Southern,6.25,(4.61 - 8.42),7.92,(5.26 - 11.75),*,(* - *),1.23,(0.87 - 1.73)
Western,5.43,(3.78 - 7.73),6.4,(4.10 - 9.86),*,(* - *),1.08,(0.72 - 1.60)
Wyoming,6.84,(5.89 - 7.94),7.83,(6.42 - 9.52),0.18,(0.12 - 0.27),1.25,(1.04 - 1.50)
Judicial District 1 (Laramie),8.53,(6.28 - 11.49),6.63,(4.12 - 10.49),*,(* - *),1,(0.67 - 1.50)
Judicial District 2,6.4,(4.39 - 9.24),10.7,(7.39 - 15.27),*,(* - *),2.77,(1.93 - 3.96)
Judicial District 3,7,(5.13 - 9.47),6.07,(3.73 - 9.73),*,(* - *),1.14,(0.76 - 1.70)
Judicial District 4,6.32,(4.25 - 9.31),8.62,(5.19 - 13.99),*,(* - *),1.02,(0.66 - 1.55)
Judicial District 5,5.24,(3.50 - 7.79),7.05,(4.41 - 11.08),*,(* - *),0.88,(0.59 - 1.30)
Judicial District 6,5.38,(3.65 - 7.87),7.93,(4.94 - 12.49),*,(* - *),1.17,(0.78 - 1.76)
Judicial District 7 (Natrona),8.55,(6.22 - 11.65),7.29,(4.63 - 11.30),*,(* - *),1.18,(0.80 - 1.74)
Judicial District 8,6.09,(4.18 - 8.80),7.3,(4.61 - 11.36),*,(* - *),0.96,(0.64 - 1.45)
Judicial District 9,6.62,(4.53 - 9.56),8.51,(5.22 - 13.58),*,(* - *),1.3,(0.85 - 1.97)
