Region 8,17.54,(14.57 - 20.97),9.7,(7.79 - 12.01),10.82,(9.04 - 12.91)
Region 9,19.66,(16.46 - 23.32),10.99,(8.67 - 13.82),12.29,(10.13 - 14.82)
Region 10,19.52,(16.07 - 23.50),12.46,(9.83 - 15.67),13.75,(11.37 - 16.54)
Region 11,20.12,(16.91 - 23.76),9.52,(7.51 - 11.99),11.07,(9.18 - 13.30)
Region 12,16.79,(13.82 - 20.24),10.02,(8.06 - 12.40),10.94,(9.11 - 13.10)
Region D,17.68,(15.47 - 20.12),11.06,(9.33 - 13.07),12.07,(10.49 - 13.84)
Region 13,18.37,(14.97 - 22.34),11.28,(8.78 - 14.39),12.3,(9.96 - 15.10)
Region 14,17.22,(14.06 - 20.90),10.7,(8.31 - 13.66),11.77,(9.57 - 14.41)
Region 15,17.57,(14.42 - 21.24),11.21,(8.68 - 14.35),12.14,(9.82 - 14.93)
North Carolina,18.18,(16.13 - 20.43),10.79,(9.07 - 12.79),11.83,(10.28 - 13.59)
Eastern,18.4,(15.12 - 22.21),10.64,(8.14 - 13.81),11.84,(9.53 - 14.61)
North Central,18.18,(14.89 - 22.00),11.15,(8.53 - 14.45),12.15,(9.71 - 15.09)
South Central,18.56,(15.23 - 22.43),10.68,(8.37 - 13.54),11.84,(9.70 - 14.38)
Western,17.74,(14.92 - 20.96),10.69,(8.47 - 13.40),11.6,(9.55 - 14.01)
North Dakota,19.5,(17.28 - 21.94),10.2,(8.63 - 12.02),11.82,(10.40 - 13.41)
Badlands and West Central,19.99,(16.55 - 23.94),9.76,(7.64 - 12.39),11.24,(9.24 - 13.61)
Lake Region and South Central,20.71,(16.71 - 25.36),11.08,(8.52 - 14.29),12.32,(9.90 - 15.25)
North Central and Northwest,18.72,(15.31 - 22.69),10.16,(7.87 - 13.01),11.5,(9.34 - 14.07)
Northeast,17.38,(14.13 - 21.21),10.04,(7.73 - 12.95),11.72,(9.60 - 14.24)
Southeast,20.31,(17.02 - 24.06),10.21,(8.01 - 12.92),12.37,(10.35 - 14.72)
Ohio,21.18,(19.90 - 22.52),10.7,(9.72 - 11.77),12.24,(11.36 - 13.17)
"Boards 2, 46, 55, and 68",20.08,(16.76 - 23.87),10.41,(8.19 - 13.13),11.77,(9.69 - 14.24)
"Boards 3, 52, and 85",20.57,(16.89 - 24.80),9.54,(7.49 - 12.07),11.15,(9.19 - 13.46)
Boards 4 and 78,22.3,(18.46 - 26.68),10.92,(8.62 - 13.75),12.36,(10.14 - 14.99)
Boards 5 and 60,20.02,(16.62 - 23.92),12.4,(9.95 - 15.35),13.8,(11.54 - 16.40)
"Boards 7, 15, 41, 79, and 84",20.35,(16.80 - 24.41),11.07,(8.73 - 13.94),12.25,(10.03 - 14.88)
"Boards 8, 13, and 83",20.52,(16.93 - 24.64),9.89,(7.90 - 12.31),11.37,(9.45 - 13.62)
Board 9 (Butler),21.99,(18.25 - 26.25),10.95,(8.63 - 13.79),12.9,(10.70 - 15.48)
Board 12,21.13,(17.64 - 25.11),10.33,(8.10 - 13.10),12.06,(9.95 - 14.54)
Boards 18 and 47,19.66,(16.95 - 22.69),9.64,(7.96 - 11.64),10.96,(9.39 - 12.76)
"Boards 20, 32, 54, and 69",20.1,(16.49 - 24.27),10.32,(8.17 - 12.95),11.71,(9.65 - 14.13)
"Boards 21, 39, 51, 70, and 80",22.6,(19.00 - 26.66),11.5,(9.18 - 14.31),12.99,(10.80 - 15.56)
"Boards 22, 74, and 87",20.42,(16.81 - 24.58),10.05,(7.88 - 12.73),11.72,(9.63 - 14.19)
Boards 23 and 45,22.83,(19.07 - 27.09),10.47,(8.26 - 13.18),12.22,(10.12 - 14.68)
Board 25 (Franklin),23.62,(20.76 - 26.74),11.26,(9.32 - 13.54),13.48,(11.71 - 15.47)
"Boards 27, 71, and 73",21.91,(18.31 - 25.99),12.12,(9.63 - 15.14),13.52,(11.20 - 16.24)
"Boards 28, 43, and 67",20.08,(16.82 - 23.79),8.98,(7.17 - 11.18),10.58,(8.84 - 12.61)
Board 31 (Hamilton),21.51,(18.18 - 25.26),11.11,(9.02 - 13.61),12.7,(10.73 - 14.98)
Board 48 (Lucas),19.68,(16.55 - 23.24),11.43,(8.97 - 14.45),12.72,(10.45 - 15.40)
Boards 50 and 76,20.68,(17.40 - 24.39),10.27,(8.09 - 12.95),11.63,(9.57 - 14.07)
Board 57 (Montgomery),21.46,(17.98 - 25.41),11.91,(9.52 - 14.81),13.34,(11.09 - 15.96)
Board 77 (Summit),22.06,(18.44 - 26.15),11.62,(9.27 - 14.48),13.01,(10.78 - 15.62)
Oklahoma,20.95,(18.62 - 23.48),12.07,(10.39 - 13.97),13.49,(11.97 - 15.16)
Central,21.65,(17.58 - 26.36),10.37,(8.01 - 13.32),12.41,(10.15 - 15.10)
East Central,20.33,(16.40 - 24.92),12.3,(9.52 - 15.75),13.45,(10.86 - 16.55)
Northeast,21.54,(17.69 - 25.96),12.19,(9.50 - 15.51),13.68,(11.19 - 16.61)
Northwest and Southwest,22.67,(18.65 - 27.27),12.73,(9.90 - 16.23),14.36,(11.72 - 17.47)
Oklahoma County,20.51,(16.71 - 24.91),11.45,(8.92 - 14.58),12.98,(10.63 - 15.76)
Southeast,19.95,(16.11 - 24.45),12.55,(9.82 - 15.90),13.61,(11.07 - 16.63)
Tulsa County,20.06,(16.19 - 24.58),12.58,(9.91 - 15.86),13.78,(11.28 - 16.72)
Oregon,21.57,(19.14 - 24.22),10.12,(8.61 - 11.86),11.76,(10.35 - 13.33)
Region 1 (Multnomah),22.61,(18.52 - 27.31),11.72,(9.24 - 14.77),13.36,(11.02 - 16.12)
Region 2,21.89,(17.98 - 26.37),9.47,(7.43 - 11.98),11.2,(9.21 - 13.55)
Region 3,20.69,(17.49 - 24.30),9.35,(7.33 - 11.87),11.14,(9.24 - 13.38)
Region 4,21.81,(17.74 - 26.51),10.1,(7.81 - 12.97),11.47,(9.24 - 14.15)
Region 5,21.44,(17.23 - 26.35),10.76,(8.23 - 13.95),12.14,(9.69 - 15.12)
Pennsylvania,18.6,(17.36 - 19.91),10.06,(9.12 - 11.09),11.27,(10.42 - 12.17)
Region 1 (Allegheny),20.36,(17.30 - 23.80),12.13,(9.92 - 14.74),13.22,(11.18 - 15.56)
"Regions 2, 3, 8, and 9",20.3,(16.95 - 24.12),9.71,(7.61 - 12.32),11.23,(9.22 - 13.60)
"Regions 4, 11, 37, and 49",18.73,(15.73 - 22.14),10.09,(8.04 - 12.58),11.22,(9.30 - 13.47)
"Regions 5, 18, 23, 24, and 46",17.74,(14.93 - 20.96),9.16,(7.27 - 11.48),10.36,(8.59 - 12.44)
"Regions 6, 12, 16, 31, 35, 39, 45, and 47",18.25,(15.52 - 21.33),10.23,(8.26 - 12.59),11.71,(9.91 - 13.77)
"Regions 7, 13, 20, and 33",19.48,(16.94 - 22.29),7.59,(6.19 - 9.27),9.13,(7.81 - 10.64)
"Regions 10, 14, 15, 27, 32, 43, and 44",19.58,(16.22 - 23.44),12.47,(9.88 - 15.61),13.42,(11.02 - 16.25)
Regions 17 and 21,19.71,(16.20 - 23.76),10.99,(8.57 - 14.00),12.39,(10.12 - 15.08)
"Regions 19, 26, 28, and 42",18.27,(15.68 - 21.17),9.78,(7.96 - 11.96),10.95,(9.26 - 12.89)
"Regions 22, 38, 40, 41, and 48",18.61,(15.55 - 22.12),11.16,(8.97 - 13.81),12.07,(10.02 - 14.46)
Regions 25 and 30,17.71,(14.56 - 21.37),10.31,(8.10 - 13.04),11.27,(9.20 - 13.74)
Regions 29 and 34,17.49,(14.25 - 21.29),8.71,(6.79 - 11.11),9.9,(8.04 - 12.12)
Region 36 (Philadelphia),16.44,(14.01 - 19.20),11.77,(9.64 - 14.29),12.56,(10.67 - 14.73)
Rhode Island,21.57,(18.96 - 24.43),12.94,(11.07 - 15.08),14.28,(12.59 - 16.15)
Bristol and Newport,19.73,(15.72 - 24.48),10.06,(7.65 - 13.12),11.36,(9.05 - 14.16)
Kent,19.87,(16.18 - 24.17),12,(9.24 - 15.44),12.97,(10.38 - 16.09)
Providence,22.39,(19.13 - 26.03),14.41,(11.96 - 17.28),15.73,(13.53 - 18.23)
Washington,20.83,(16.96 - 25.33),10.32,(7.96 - 13.28),12.04,(9.81 - 14.70)
South Carolina,18.63,(16.47 - 21.01),11.26,(9.63 - 13.12),12.35,(10.87 - 13.99)
Region 1,20.59,(17.10 - 24.58),12.34,(9.85 - 15.36),13.52,(11.22 - 16.21)
Region 2,18.33,(15.23 - 21.91),11.62,(9.23 - 14.53),12.63,(10.42 - 15.22)
Region 3,18.87,(15.14 - 23.27),10.76,(8.37 - 13.73),11.9,(9.67 - 14.57)
Region 4,16.94,(13.96 - 20.42),10.06,(7.91 - 12.71),11.12,(9.13 - 13.47)
South Dakota,17.29,(15.15 - 19.65),9.46,(7.95 - 11.23),10.74,(9.35 - 12.30)
Region 1,16.63,(13.28 - 20.61),9.05,(6.87 - 11.82),10.28,(8.23 - 12.78)
Region 2,16.89,(13.83 - 20.47),9.9,(7.74 - 12.57),11.09,(9.10 - 13.45)
Region 3,17.77,(14.53 - 21.54),8.93,(6.80 - 11.64),10.54,(8.55 - 12.93)
Region 4,18.28,(14.43 - 22.90),9.36,(7.01 - 12.39),10.89,(8.63 - 13.64)
Region 5,16.78,(13.28 - 20.98),9.97,(7.50 - 13.12),10.87,(8.54 - 13.75)
Region 6,18.16,(14.35 - 22.70),10.56,(7.96 - 13.89),11.55,(9.10 - 14.56)
Region 7,17.35,(13.89 - 21.45),8.94,(6.80 - 11.67),10.3,(8.28 - 12.75)
Tennessee,20.37,(18.12 - 22.83),11.9,(10.24 - 13.79),13.1,(11.59 - 14.78)
Region 1,21.49,(17.49 - 26.12),13.89,(10.78 - 17.71),14.84,(11.94 - 18.30)
Region 2,22.61,(18.84 - 26.89),12.46,(9.77 - 15.75),13.86,(11.36 - 16.80)
Region 3,18.45,(14.98 - 22.51),11.31,(8.77 - 14.46),12.29,(9.92 - 15.12)
Region 4 (Davidson),21.65,(17.73 - 26.17),12.48,(9.71 - 15.91),13.92,(11.34 - 16.98)
Region 5,20.37,(16.63 - 24.71),11.17,(8.88 - 13.95),12.49,(10.33 - 15.01)
Region 6,19.83,(15.95 - 24.38),13.07,(10.13 - 16.71),14.02,(11.28 - 17.29)
Region 7 (Shelby),18.62,(15.08 - 22.77),10.49,(8.12 - 13.44),11.7,(9.47 - 14.38)
Texas,16.88,(15.67 - 18.16),10.28,(9.31 - 11.35),11.37,(10.51 - 12.29)
Region 1,18.43,(15.20 - 22.17),10.89,(8.51 - 13.83),12.22,(10.04 - 14.80)
Region 2,17.46,(14.34 - 21.09),11.99,(9.38 - 15.20),12.85,(10.49 - 15.65)
Region 3,17.15,(15.30 - 19.18),10.13,(8.79 - 11.66),11.25,(10.03 - 12.61)
Region 3a,15.24,(12.97 - 17.84),8.84,(7.31 - 10.65),9.89,(8.49 - 11.49)
Region 3bc,20.73,(17.64 - 24.21),12.39,(10.06 - 15.16),13.67,(11.53 - 16.13)
Region 4,17.76,(14.62 - 21.41),10.42,(8.26 - 13.06),11.42,(9.40 - 13.81)
Region 5,18.69,(15.26 - 22.69),10.95,(8.51 - 13.98),12.09,(9.80 - 14.84)
Region 6,15.55,(13.61 - 17.71),8.75,(7.29 - 10.47),9.84,(8.53 - 11.34)
Region 6a,15.33,(13.26 - 17.64),8.66,(7.08 - 10.55),9.75,(8.33 - 11.38)
Region 6bc,17.73,(14.29 - 21.77),9.46,(7.37 - 12.06),10.62,(8.64 - 12.98)
Region 7,18.03,(15.76 - 20.54),10.68,(9.07 - 12.54),12.13,(10.65 - 13.78)
Region 7a,18.9,(15.94 - 22.27),10.43,(8.46 - 12.80),12.01,(10.18 - 14.11)
Region 7bcd,16.86,(13.93 - 20.26),11.08,(8.71 - 13.99),12.31,(10.16 - 14.84)
Region 8,17.46,(14.64 - 20.68),11.23,(9.05 - 13.85),12.18,(10.18 - 14.51)
Region 9,17.57,(14.21 - 21.53),10.73,(8.33 - 13.73),11.8,(9.57 - 14.47)
Region 10,14.72,(11.78 - 18.24),10.4,(8.18 - 13.13),11.14,(9.08 - 13.59)
Region 11,15.81,(13.35 - 18.63),12.13,(10.10 - 14.50),12.79,(10.96 - 14.87)
Region 11abd,15.96,(12.84 - 19.65),12.86,(10.25 - 16.01),13.39,(11.02 - 16.17)
Region 11c (Hidalgo),15.55,(12.56 - 19.09),10.65,(8.35 - 13.49),11.59,(9.49 - 14.07)
Utah,22.9,(20.51 - 25.47),12.4,(10.54 - 14.53),14.65,(13.04 - 16.43)
"Bear River, Northeastern, Summit, Tooele, and Wasatch",22.54,(18.34 - 27.38),11.3,(8.80 - 14.41),13.76,(11.40 - 16.52)
"Central, Four Corners, San Juan, and Southwest",22.29,(18.13 - 27.09),11.5,(8.83 - 14.86),13.48,(10.98 - 16.44)
Davis County,24,(19.62 - 29.00),11.28,(8.70 - 14.51),13.81,(11.31 - 16.75)
Salt Lake County,23.72,(20.18 - 27.67),13.29,(10.74 - 16.32),15.33,(13.03 - 17.96)
Utah County,21.67,(18.01 - 25.83),11.5,(9.01 - 14.56),14.59,(12.27 - 17.26)
"Weber, Morgan",22.61,(18.44 - 27.41),13.63,(10.52 - 17.49),15.34,(12.52 - 18.66)
Vermont,22.12,(19.79 - 24.64),10.18,(8.62 - 12.00),11.92,(10.50 - 13.50)
Champlain Valley,21.63,(18.60 - 24.99),9.47,(7.60 - 11.74),11.58,(9.83 - 13.58)
Rural Northeast,21.81,(18.05 - 26.12),10.96,(8.52 - 13.99),12.46,(10.18 - 15.16)
Rural Southeast,21.81,(18.12 - 26.02),9.92,(7.63 - 12.80),11.28,(9.11 - 13.90)
Rural Southwest,24.52,(20.21 - 29.42),11.03,(8.50 - 14.20),12.77,(10.35 - 15.65)
Virginia,20.4,(18.17 - 22.83),9.17,(7.72 - 10.86),10.76,(9.43 - 12.25)
Region 1,23,(18.80 - 27.82),9.73,(7.45 - 12.62),11.69,(9.46 - 14.36)
Region 2,19.55,(16.13 - 23.49),7.84,(6.08 - 10.04),9.34,(7.66 - 11.35)
Region 3,20.98,(17.35 - 25.13),10.96,(8.38 - 14.20),12.34,(9.95 - 15.21)
Region 4,19.81,(16.26 - 23.93),9.47,(7.29 - 12.23),10.86,(8.78 - 13.37)
Region 5,19.6,(16.19 - 23.52),8.68,(6.62 - 11.32),10.43,(8.47 - 12.77)
Washington,20.98,(18.66 - 23.50),10.31,(8.80 - 12.04),11.86,(10.46 - 13.41)
Region 1,20.14,(16.40 - 24.47),10.82,(8.29 - 14.00),12.31,(9.94 - 15.14)
Region 2,20,(16.00 - 24.71),10.67,(8.18 - 13.82),12.15,(9.76 - 15.02)
Region 3,21.26,(17.40 - 25.70),9.52,(7.37 - 12.21),11.24,(9.18 - 13.69)
Region 4 (King),20.96,(17.37 - 25.07),9.99,(7.90 - 12.55),11.52,(9.54 - 13.84)
Region 5,23.05,(18.85 - 27.87),10.97,(8.56 - 13.97),12.8,(10.48 - 15.55)
Region 6,19.86,(16.29 - 23.98),10.48,(8.09 - 13.47),11.71,(9.45 - 14.43)
West Virginia,21.16,(18.97 - 23.54),13.81,(11.93 - 15.93),14.8,(13.09 - 16.69)
Eastern Highland,20.2,(16.74 - 24.17),13.04,(10.23 - 16.47),13.94,(11.34 - 17.02)
Northern,22.25,(19.09 - 25.77),13.45,(11.00 - 16.34),14.77,(12.54 - 17.33)
Northern A and B,21.35,(17.20 - 26.18),13.68,(10.58 - 17.53),14.6,(11.66 - 18.13)
Northern C and D,22.58,(18.88 - 26.77),13.32,(10.38 - 16.94),14.86,(12.19 - 18.00)
South Central,21.17,(18.37 - 24.28),13.98,(11.76 - 16.55),14.92,(12.85 - 17.25)
South Central I,20.31,(16.45 - 24.81),12.45,(9.65 - 15.93),13.39,(10.73 - 16.59)
South Central II,21.65,(17.62 - 26.31),14.83,(11.57 - 18.82),15.86,(12.85 - 19.42)
South Central III,21.29,(17.46 - 25.69),14.36,(11.38 - 17.96),15.21,(12.44 - 18.48)
Southern,20.46,(17.48 - 23.80),14.84,(12.08 - 18.11),15.56,(13.03 - 18.49)
Southern I and III,19.77,(16.19 - 23.91),14.41,(11.17 - 18.38),15.1,(12.09 - 18.69)
Southern II,21.82,(17.68 - 26.62),15.7,(12.11 - 20.10),16.49,(13.18 - 20.44)
Wisconsin,18.6,(16.45 - 20.97),10.34,(8.90 - 11.98),11.59,(10.26 - 13.06)
Milwaukee,18.48,(14.99 - 22.58),12.06,(9.45 - 15.27),13.09,(10.68 - 15.96)
Northeastern,18.82,(15.44 - 22.73),10.31,(8.09 - 13.05),11.53,(9.45 - 14.01)
Northern,18.1,(14.65 - 22.14),10.82,(8.29 - 14.00),11.8,(9.42 - 14.67)
Southeastern,17.72,(14.38 - 21.63),9.15,(7.12 - 11.68),10.3,(8.38 - 12.59)
Southern,18.64,(15.18 - 22.68),9.94,(7.86 - 12.49),11.37,(9.40 - 13.68)
Western,19.72,(15.98 - 24.10),10.35,(7.96 - 13.35),11.94,(9.67 - 14.66)
Wyoming,21.03,(18.70 - 23.56),11.86,(10.23 - 13.73),13.32,(11.84 - 14.95)
Judicial District 1 (Laramie),20.45,(16.64 - 24.87),12.72,(10.01 - 16.04),13.91,(11.42 - 16.84)
Judicial District 2,22.14,(18.36 - 26.45),12.66,(9.74 - 16.31),15.25,(12.64 - 18.29)
Judicial District 3,20.85,(17.06 - 25.22),11.34,(8.86 - 14.40),12.85,(10.51 - 15.62)
Judicial District 4,21.18,(16.96 - 26.13),10.86,(8.34 - 14.01),12.12,(9.71 - 15.04)
Judicial District 5,19.7,(15.92 - 24.13),9.9,(7.59 - 12.81),11.13,(8.93 - 13.79)
Judicial District 6,21.59,(17.34 - 26.56),12.49,(9.75 - 15.86),13.92,(11.33 - 16.99)
Judicial District 7 (Natrona),20.95,(17.12 - 25.38),12.86,(10.10 - 16.23),14.14,(11.62 - 17.10)
Judicial District 8,19.84,(15.89 - 24.50),11.65,(8.84 - 15.22),12.68,(10.04 - 15.89)
Judicial District 9,21.44,(17.31 - 26.23),11.58,(8.98 - 14.82),12.97,(10.49 - 15.93)
