Nevada,15.72,(13.50 - 18.22),59.48,(55.86 - 63.00),52.92,(49.37 - 56.43),53.81,(50.66 - 56.94)
Clark,14.46,(11.86 - 17.53),58.16,(53.82 - 62.37),51.9,(47.61 - 56.16),52.77,(48.97 - 56.54)
Rural,18.97,(15.01 - 23.68),*,(* - *),56.12,(49.45 - 62.58),56.56,(50.42 - 62.51)
Washoe,18.07,(14.08 - 22.88),65.05,(58.51 - 71.07),*,(* - *),56.23,(49.85 - 62.40)
New Hampshire,18.05,(15.79 - 20.55),72.23,(69.16 - 75.10),63.89,(60.66 - 67.00),65.03,(62.14 - 67.81)
Central,18.71,(15.36 - 22.59),73.72,(69.14 - 77.84),61.36,(55.79 - 66.64),63.17,(58.18 - 67.91)
Central 1,17.51,(13.40 - 22.55),74.48,(68.45 - 79.70),*,(* - *),61.74,(55.11 - 67.95)
Central 2,19.9,(15.53 - 25.14),72.75,(66.36 - 78.33),*,(* - *),*,(* - *)
Northern,20.57,(16.12 - 25.88),*,(* - *),*,(* - *),66.57,(60.22 - 72.38)
Southern,17.2,(14.62 - 20.13),70.4,(66.52 - 74.01),64.85,(61.00 - 68.51),65.57,(62.14 - 68.84)
Southern 1 (Rockingham),17.99,(14.37 - 22.29),73.39,(67.50 - 78.56),68.05,(62.59 - 73.05),68.66,(63.67 - 73.26)
Southern 2,16.72,(13.66 - 20.32),68.9,(64.03 - 73.39),62.84,(57.75 - 67.65),63.69,(59.17 - 67.97)
New Jersey,19.66,(17.30 - 22.25),64.71,(61.25 - 68.02),58.47,(54.87 - 61.99),59.28,(56.06 - 62.43)
Central,18.96,(15.04 - 23.62),66.14,(59.47 - 72.23),62.86,(56.34 - 68.94),63.25,(57.30 - 68.82)
Metropolitan,18.11,(14.45 - 22.45),62.79,(56.89 - 68.34),57.41,(51.23 - 63.36),58.17,(52.67 - 63.47)
Northern,19.3,(15.85 - 23.30),63.95,(58.38 - 69.17),57.48,(52.10 - 62.70),58.29,(53.42 - 63.01)
Southern,22.5,(18.15 - 27.55),66.86,(61.15 - 72.11),56.32,(49.85 - 62.57),57.72,(51.94 - 63.31)
New Mexico,17.99,(15.68 - 20.56),58.01,(54.60 - 61.36),48.59,(45.05 - 52.14),50.1,(46.97 - 53.23)
Region 1,16.17,(12.74 - 20.30),48.91,(42.15 - 55.71),43.17,(37.00 - 49.57),44.1,(38.54 - 49.81)
Region 2,19.92,(15.39 - 25.40),*,(* - *),*,(* - *),53.04,(46.58 - 59.40)
Region 3 (Bernalillo),18.24,(14.59 - 22.55),61.66,(56.42 - 66.65),54.39,(49.03 - 59.64),55.58,(50.86 - 60.19)
Region 4,18.1,(13.87 - 23.28),*,(* - *),*,(* - *),44.78,(38.52 - 51.21)
Region 5,18.18,(14.12 - 23.09),62.76,(56.46 - 68.66),*,(* - *),48.57,(42.39 - 54.79)
New York,19.03,(17.77 - 20.35),63.69,(61.90 - 65.45),57.41,(55.45 - 59.34),58.31,(56.60 - 60.01)
Region A,15.56,(13.81 - 17.49),56.83,(54.12 - 59.51),50.76,(47.88 - 53.63),51.68,(49.15 - 54.21)
Region 1,15.26,(12.13 - 19.03),46.31,(39.96 - 52.78),45.68,(39.58 - 51.92),45.79,(40.29 - 51.38)
Region 2,14.68,(12.13 - 17.67),55.39,(50.73 - 59.95),47.59,(43.15 - 52.08),48.81,(44.91 - 52.73)
Region 3,18.49,(14.45 - 23.35),74.07,(69.20 - 78.41),62.64,(57.06 - 67.91),64.29,(59.32 - 68.98)
Region 4,15.63,(12.61 - 19.21),52.95,(47.88 - 57.97),48.79,(43.63 - 53.97),49.39,(44.81 - 53.98)
Region B,21.29,(19.10 - 23.64),68.05,(64.77 - 71.17),65.65,(62.49 - 68.67),65.95,(63.11 - 68.68)
Region 5,22.21,(19.18 - 25.58),68.71,(64.29 - 72.82),68.37,(64.18 - 72.27),68.41,(64.64 - 71.95)
Region 6,18.95,(15.52 - 22.93),68.18,(61.71 - 74.02),61.31,(55.67 - 66.67),62.14,(57.00 - 67.03)
Region 7,21.8,(17.67 - 26.58),65.91,(59.54 - 71.75),*,(* - *),63.68,(57.56 - 69.38)
Region C,21.29,(19.30 - 23.44),71.23,(68.80 - 73.56),60.9,(58.08 - 63.64),62.42,(59.97 - 64.81)
Region 8,22.6,(18.50 - 27.30),73.94,(69.09 - 78.26),62.83,(57.09 - 68.22),64.42,(59.34 - 69.19)
Region 9,19.73,(16.07 - 23.98),73.58,(68.62 - 78.02),58.61,(52.63 - 64.35),60.85,(55.61 - 65.85)
Region 10,20.27,(16.31 - 24.90),69.64,(63.89 - 74.83),56.35,(49.61 - 62.87),58.8,(52.98 - 64.38)
Region 11,18.09,(14.68 - 22.08),66.91,(61.69 - 71.75),57.65,(52.22 - 62.91),59.01,(54.19 - 63.67)
Region 12,25.11,(21.13 - 29.56),71.78,(66.76 - 76.30),65.59,(60.50 - 70.34),66.43,(61.89 - 70.68)
Region D,21.56,(18.81 - 24.59),67.11,(62.97 - 71.00),55.42,(50.92 - 59.85),57.2,(53.17 - 61.14)
Region 13,20.52,(16.23 - 25.60),*,(* - *),*,(* - *),59.52,(53.13 - 65.59)
Region 14,21.07,(16.70 - 26.22),*,(* - *),*,(* - *),53.44,(46.93 - 59.84)
Region 15,22.89,(18.32 - 28.22),69.83,(63.68 - 75.34),*,(* - *),58.78,(52.50 - 64.78)
North Carolina,14.31,(12.39 - 16.47),54.28,(51.09 - 57.43),44.91,(41.50 - 48.37),46.23,(43.20 - 49.28)
Eastern,14.55,(11.28 - 18.57),55.8,(49.78 - 61.65),*,(* - *),44.98,(39.06 - 51.04)
North Central,14.26,(11.16 - 18.04),52.82,(46.95 - 58.61),43.76,(37.57 - 50.16),45.05,(39.50 - 50.72)
South Central,12.85,(10.11 - 16.21),54.17,(48.10 - 60.13),42.09,(36.20 - 48.21),43.87,(38.56 - 49.32)
Western,15.34,(12.37 - 18.86),54.51,(49.51 - 59.42),48.67,(43.55 - 53.82),49.42,(44.82 - 54.03)
North Dakota,20.6,(18.28 - 23.13),74.7,(71.78 - 77.42),60.77,(57.34 - 64.09),63.2,(60.25 - 66.06)
Badlands and West Central,21.19,(17.43 - 25.51),72.61,(66.85 - 77.70),61.93,(56.05 - 67.48),63.47,(58.21 - 68.42)
Lake Region and South Central,17.94,(14.36 - 22.17),*,(* - *),50.76,(44.26 - 57.23),52.48,(46.54 - 58.34)
North Central and Northwest,19.24,(15.11 - 24.19),72.94,(67.16 - 78.03),55.58,(48.77 - 62.20),58.3,(52.29 - 64.07)
Northeast,19.55,(15.17 - 24.83),79.08,(73.81 - 83.53),*,(* - *),66.88,(61.11 - 72.18)
Southeast,23.33,(19.09 - 28.19),78.2,(73.55 - 82.24),68.37,(62.28 - 73.89),70.49,(65.43 - 75.09)
Ohio,17.01,(15.85 - 18.23),64.93,(63.31 - 66.51),53.24,(51.46 - 55.01),54.96,(53.39 - 56.51)
"Boards 2, 46, 55, and 68",16.09,(12.57 - 20.35),61.94,(55.81 - 67.71),44.31,(37.98 - 50.83),46.8,(41.05 - 52.64)
"Boards 3, 52, and 85",16,(12.60 - 20.11),*,(* - *),*,(* - *),55.07,(48.83 - 61.16)
Boards 4 and 78,18.46,(14.63 - 23.02),63.02,(56.22 - 69.33),*,(* - *),54.08,(47.75 - 60.28)
Boards 5 and 60,15.77,(12.24 - 20.10),61.89,(56.01 - 67.44),44.33,(37.78 - 51.09),47.56,(41.87 - 53.32)
"Boards 7, 15, 41, 79, and 84",19.15,(15.24 - 23.78),*,(* - *),43.57,(37.49 - 49.86),45.36,(39.72 - 51.12)
"Boards 8, 13, and 83",17.69,(14.05 - 22.03),61.3,(54.70 - 67.51),54.84,(48.41 - 61.10),55.73,(49.91 - 61.40)
Board 9 (Butler),16.74,(13.02 - 21.26),66.24,(59.83 - 72.10),*,(* - *),54.65,(48.39 - 60.76)
Board 12,15.15,(11.69 - 19.40),*,(* - *),*,(* - *),49.34,(43.08 - 55.62)
Boards 18 and 47,15.87,(13.34 - 18.77),67.44,(63.58 - 71.07),57.17,(53.04 - 61.20),58.51,(54.85 - 62.08)
"Boards 20, 32, 54, and 69",20.01,(15.95 - 24.80),67.38,(60.73 - 73.39),*,(* - *),58.12,(51.84 - 64.14)
"Boards 21, 39, 51, 70, and 80",18.45,(15.01 - 22.47),64.56,(58.87 - 69.88),53.67,(47.01 - 60.20),55.13,(49.14 - 60.98)
"Boards 22, 74, and 87",19.18,(15.03 - 24.14),73.04,(66.80 - 78.49),*,(* - *),*,(* - *)
Boards 23 and 45,17.42,(13.81 - 21.73),64.21,(57.58 - 70.34),*,(* - *),52.32,(46.16 - 58.42)
Board 25 (Franklin),16.13,(13.32 - 19.41),68.47,(64.47 - 72.21),58.43,(53.57 - 63.14),60.24,(56.12 - 64.23)
"Boards 27, 71, and 73",15.12,(11.99 - 18.89),50.12,(43.72 - 56.52),36.65,(30.84 - 42.88),38.58,(33.28 - 44.17)
"Boards 28, 43, and 67",19.34,(15.58 - 23.75),72.87,(67.40 - 77.72),58.84,(52.66 - 64.74),60.85,(55.35 - 66.10)
Board 31 (Hamilton),18.42,(15.23 - 22.10),64.08,(58.83 - 69.01),56.99,(51.46 - 62.34),58.07,(53.24 - 62.75)
Board 48 (Lucas),16.7,(13.43 - 20.57),67.36,(61.88 - 72.40),53.91,(47.39 - 60.31),56.02,(50.25 - 61.63)
Boards 50 and 76,18.2,(14.86 - 22.09),64.76,(59.14 - 69.99),54.56,(48.53 - 60.46),55.89,(50.43 - 61.21)
Board 57 (Montgomery),14.72,(11.59 - 18.51),64.28,(58.60 - 69.59),52.88,(46.76 - 58.92),54.59,(49.12 - 59.95)
Board 77 (Summit),15.87,(12.56 - 19.85),70.19,(64.40 - 75.40),57.09,(50.84 - 63.12),58.83,(53.15 - 64.28)
Oklahoma,16.55,(14.35 - 19.02),53.97,(50.53 - 57.37),42.56,(39.20 - 45.99),44.39,(41.42 - 47.39)
Central,14.39,(10.75 - 19.00),*,(* - *),*,(* - *),45.1,(38.58 - 51.80)
East Central,17.24,(13.12 - 22.32),*,(* - *),*,(* - *),37.15,(31.00 - 43.74)
Northeast,16.05,(11.95 - 21.22),*,(* - *),*,(* - *),45.85,(39.83 - 52.00)
Northwest and Southwest,18.47,(14.38 - 23.40),*,(* - *),*,(* - *),45.1,(38.62 - 51.74)
Oklahoma County,15.64,(11.90 - 20.28),53.45,(46.74 - 60.03),43.75,(37.34 - 50.38),45.39,(39.67 - 51.23)
Southeast,16.61,(12.89 - 21.13),*,(* - *),35.5,(29.31 - 42.20),36.97,(31.31 - 43.00)
Tulsa County,17.18,(13.30 - 21.89),59.03,(52.60 - 65.16),*,(* - *),52.58,(46.46 - 58.63)
Oregon,18.47,(16.26 - 20.90),62.02,(58.57 - 65.35),59.48,(56.10 - 62.77),59.84,(56.84 - 62.77)
Region 1 (Multnomah),17.84,(13.75 - 22.83),63.59,(56.98 - 69.72),63.28,(56.47 - 69.60),63.33,(57.29 - 68.98)
Region 2,17.63,(14.31 - 21.53),60.81,(54.45 - 66.82),63.65,(58.06 - 68.89),63.25,(58.24 - 68.00)
Region 3,17.22,(13.84 - 21.23),63.19,(58.20 - 67.91),56.67,(51.11 - 62.06),57.7,(52.88 - 62.36)
Region 4,20.87,(16.32 - 26.30),*,(* - *),54.64,(47.85 - 61.26),55.37,(49.10 - 61.48)
Region 5,21.53,(16.68 - 27.32),*,(* - *),*,(* - *),*,(* - *)
Pennsylvania,16.62,(15.45 - 17.87),64.27,(62.63 - 65.89),55.66,(53.82 - 57.48),56.87,(55.27 - 58.47)
Region 1 (Allegheny),17.97,(14.94 - 21.47),74.98,(70.49 - 78.99),63.46,(58.56 - 68.11),64.99,(60.58 - 69.15)
"Regions 2, 3, 8, and 9",17.16,(13.81 - 21.14),66.33,(60.78 - 71.47),53.4,(47.30 - 59.41),55.25,(49.80 - 60.58)
"Regions 4, 11, 37, and 49",17.93,(14.65 - 21.76),63.16,(57.95 - 68.08),56.27,(50.73 - 61.65),57.16,(52.19 - 62.00)
"Regions 5, 18, 23, 24, and 46",15.14,(12.16 - 18.70),56.46,(50.99 - 61.78),44.29,(39.15 - 49.55),45.99,(41.39 - 50.67)
"Regions 6, 12, 16, 31, 35, 39, 45, and 47",16.05,(12.98 - 19.67),69.25,(64.76 - 73.40),51.84,(46.39 - 57.24),55.06,(50.43 - 59.61)
"Regions 7, 13, 20, and 33",19,(16.52 - 21.77),71.07,(67.41 - 74.48),65.54,(61.89 - 69.00),66.25,(63.01 - 69.35)
"Regions 10, 14, 15, 27, 32, 43, and 44",15.02,(11.73 - 19.03),60.46,(54.24 - 66.36),49.8,(43.76 - 55.84),51.22,(45.74 - 56.67)
Regions 17 and 21,18.1,(14.18 - 22.81),67.35,(61.01 - 73.11),*,(* - *),59.93,(53.65 - 65.89)
"Regions 19, 26, 28, and 42",15.6,(12.95 - 18.68),58.79,(54.61 - 62.83),51.7,(47.03 - 56.33),52.67,(48.52 - 56.78)
"Regions 22, 38, 40, 41, and 48",16.29,(13.14 - 20.01),61.5,(55.79 - 66.91),52.86,(47.41 - 58.23),53.9,(48.95 - 58.77)
Regions 25 and 30,17.4,(13.91 - 21.53),65.97,(59.97 - 71.50),56.2,(50.15 - 62.07),57.46,(51.97 - 62.78)
Regions 29 and 34,15.3,(11.94 - 19.39),61.59,(54.90 - 67.86),54.23,(47.54 - 60.76),55.22,(49.18 - 61.11)
Region 36 (Philadelphia),13.58,(11.07 - 16.55),54.63,(50.66 - 58.54),47.66,(42.58 - 52.78),48.85,(44.50 - 53.21)
Rhode Island,20.05,(17.42 - 22.98),73.74,(70.50 - 76.75),63.7,(60.25 - 67.01),65.25,(62.21 - 68.17)
Bristol and Newport,22.9,(17.80 - 28.95),*,(* - *),*,(* - *),69.02,(62.57 - 74.80)
Kent,17.85,(13.59 - 23.08),*,(* - *),*,(* - *),65.25,(58.83 - 71.16)
Providence,19.81,(16.49 - 23.61),73.06,(68.82 - 76.93),60.96,(56.44 - 65.30),62.97,(59.04 - 66.73)
Washington,20.97,(16.48 - 26.30),78.84,(73.42 - 83.41),71.05,(64.50 - 76.82),72.32,(66.56 - 77.43)
South Carolina,14.03,(12.15 - 16.15),54.4,(51.07 - 57.70),46.08,(42.72 - 49.47),47.31,(44.34 - 50.30)
Region 1,13.28,(10.34 - 16.91),50.58,(44.41 - 56.73),41.1,(35.51 - 46.93),42.46,(37.42 - 47.66)
Region 2,15.64,(12.49 - 19.41),56.65,(51.39 - 61.77),47.97,(42.32 - 53.68),49.28,(44.26 - 54.31)
Region 3,12.22,(9.50 - 15.58),*,(* - *),42.69,(36.61 - 49.00),43.49,(37.91 - 49.24)
Region 4,14.09,(11.07 - 17.77),59.39,(53.81 - 64.74),51.5,(45.45 - 57.51),52.72,(47.39 - 57.99)
South Dakota,20.88,(18.49 - 23.49),72.89,(69.78 - 75.80),61.81,(58.54 - 64.97),63.62,(60.77 - 66.37)
Region 1,21.5,(16.94 - 26.89),74.07,(67.98 - 79.35),60.47,(53.97 - 66.61),62.69,(56.95 - 68.09)
Region 2,19.32,(15.49 - 23.82),77.43,(72.60 - 81.62),66.15,(60.29 - 71.56),68.08,(63.05 - 72.73)
Region 3,22.99,(18.66 - 27.98),72.75,(66.80 - 77.98),*,(* - *),63.95,(57.95 - 69.53)
Region 4,22.54,(17.49 - 28.54),*,(* - *),*,(* - *),*,(* - *)
Region 5,23.12,(18.04 - 29.12),*,(* - *),*,(* - *),*,(* - *)
Region 6,19.26,(14.87 - 24.57),*,(* - *),*,(* - *),*,(* - *)
Region 7,18.66,(14.63 - 23.51),*,(* - *),59.58,(53.08 - 65.76),60.85,(55.00 - 66.40)
Tennessee,13.83,(11.94 - 15.95),54.52,(51.30 - 57.70),42.38,(39.01 - 45.81),44.09,(41.09 - 47.14)
Region 1,15.78,(11.80 - 20.78),*,(* - *),*,(* - *),*,(* - *)
Region 2,14.71,(11.25 - 19.02),57.28,(51.05 - 63.28),41.43,(35.18 - 47.97),43.61,(37.97 - 49.42)
Region 3,13.97,(10.90 - 17.73),50.68,(44.36 - 56.98),40.44,(34.20 - 47.02),41.85,(36.19 - 47.73)
Region 4 (Davidson),12.76,(9.34 - 17.20),*,(* - *),*,(* - *),*,(* - *)
Region 5,14.22,(11.20 - 17.90),55.75,(49.81 - 61.53),45.11,(39.31 - 51.03),46.63,(41.42 - 51.91)
Region 6,14.05,(10.59 - 18.41),*,(* - *),*,(* - *),36.63,(30.31 - 43.44)
Region 7 (Shelby),11.76,(8.92 - 15.35),*,(* - *),*,(* - *),48.15,(41.75 - 54.63)
Texas,16.29,(15.14 - 17.51),58.08,(56.43 - 59.72),52.43,(50.63 - 54.21),53.36,(51.80 - 54.91)
Region 1,19.07,(15.10 - 23.79),63.4,(57.51 - 68.91),*,(* - *),51.28,(45.33 - 57.21)
Region 2,18.11,(14.23 - 22.76),*,(* - *),48.14,(41.43 - 54.91),49.81,(43.78 - 55.85)
Region 3,14.07,(12.33 - 16.02),58.5,(55.43 - 61.51),53.17,(50.17 - 56.15),54.02,(51.39 - 56.64)
Region 3a,13.48,(11.33 - 15.98),58,(54.09 - 61.80),55.06,(51.43 - 58.64),55.54,(52.36 - 58.69)
Region 3bc,15.1,(12.43 - 18.22),59.45,(54.63 - 64.10),49.86,(45.13 - 54.59),51.34,(47.17 - 55.48)
Region 4,16.39,(12.95 - 20.54),51.28,(44.72 - 57.81),45.6,(39.28 - 52.06),46.37,(40.62 - 52.22)
Region 5,16.17,(12.55 - 20.60),*,(* - *),43.99,(37.81 - 50.35),45.93,(40.27 - 51.70)
Region 6,15.28,(13.18 - 17.64),56.74,(53.61 - 59.81),57.37,(53.89 - 60.78),57.27,(54.26 - 60.23)
Region 6a,15.21,(12.95 - 17.77),56.03,(52.64 - 59.36),57.6,(53.79 - 61.31),57.34,(54.07 - 60.55)
Region 6bc,15.86,(12.00 - 20.68),*,(* - *),*,(* - *),56.7,(50.36 - 62.84)
Region 7,18.41,(15.73 - 21.44),62.91,(59.03 - 66.64),58.24,(54.05 - 62.31),59.17,(55.59 - 62.66)
Region 7a,17.77,(14.42 - 21.72),64.43,(59.39 - 69.17),60.63,(55.52 - 65.53),61.35,(56.91 - 65.60)
Region 7bcd,19.27,(15.38 - 23.86),60.86,(55.29 - 66.17),54.39,(47.93 - 60.71),55.79,(50.33 - 61.11)
Region 8,17.57,(14.62 - 20.98),60.58,(55.75 - 65.21),50.34,(45.75 - 54.93),51.91,(47.82 - 55.98)
Region 9,17.72,(13.66 - 22.65),*,(* - *),*,(* - *),46.1,(39.71 - 52.61)
Region 10,17,(13.33 - 21.44),*,(* - *),*,(* - *),47.75,(41.63 - 53.95)
Region 11,18.62,(15.64 - 22.03),54.13,(49.00 - 59.18),45.6,(40.58 - 50.71),47.13,(42.68 - 51.61)
Region 11abd,20.2,(16.20 - 24.89),57.65,(50.97 - 64.05),48.81,(42.40 - 55.27),50.33,(44.62 - 56.04)
Region 11c (Hidalgo),15.79,(12.32 - 20.02),*,(* - *),*,(* - *),40.69,(34.89 - 46.76)
Utah,11.46,(9.38 - 13.93),34.06,(30.89 - 37.37),32.61,(29.09 - 36.34),32.93,(30.03 - 35.97)
"Bear River, Northeastern, Summit, Tooele, and Wasatch",11.52,(8.10 - 16.14),*,(* - *),*,(* - *),31.93,(26.34 - 38.10)
"Central, Four Corners, San Juan, and Southwest",10.64,(7.70 - 14.52),*,(* - *),*,(* - *),24.8,(19.71 - 30.71)
Davis County,11.53,(8.11 - 16.13),*,(* - *),*,(* - *),31.52,(25.74 - 37.94)
Salt Lake County,12.65,(9.92 - 15.99),41.4,(36.59 - 46.38),39.05,(33.88 - 44.47),39.52,(35.14 - 44.07)
Utah County,8.42,(5.72 - 12.22),23.8,(18.82 - 29.62),*,(* - *),22.95,(18.21 - 28.50)
"Weber, Morgan",13.7,(9.81 - 18.81),*,(* - *),*,(* - *),34.94,(28.84 - 41.57)
Vermont,19.16,(16.95 - 21.59),71.94,(69.05 - 74.66),62.23,(58.77 - 65.56),63.64,(60.62 - 66.55)
Champlain Valley,18.34,(15.31 - 21.81),76.12,(72.26 - 79.58),65.58,(60.63 - 70.22),67.42,(63.21 - 71.36)
Rural Northeast,19.8,(16.18 - 24.00),66.43,(60.58 - 71.82),54.18,(47.81 - 60.42),55.87,(50.19 - 61.40)
Rural Southeast,19.46,(15.53 - 24.10),70.04,(64.28 - 75.23),65.34,(58.83 - 71.32),65.87,(59.94 - 71.34)
Rural Southwest,19.9,(15.59 - 25.05),69.45,(63.16 - 75.09),*,(* - *),63.02,(56.55 - 69.06)
Virginia,14.15,(12.24 - 16.30),62.31,(59.15 - 65.37),53.36,(49.87 - 56.82),54.62,(51.54 - 57.67)
Region 1,15.95,(12.37 - 20.32),64.44,(58.29 - 70.16),*,(* - *),55.99,(49.69 - 62.09)
Region 2,12.76,(9.93 - 16.24),64.49,(58.81 - 69.79),59.82,(54.10 - 65.29),60.42,(55.28 - 65.34)
Region 3,15.62,(12.08 - 19.96),58.51,(52.42 - 64.36),*,(* - *),45.74,(39.69 - 51.91)
Region 4,13.8,(10.69 - 17.64),59.05,(52.97 - 64.86),52.05,(45.46 - 58.58),52.99,(47.03 - 58.87)
Region 5,13.62,(10.53 - 17.44),63.68,(57.73 - 69.25),53.85,(47.42 - 60.16),55.43,(49.76 - 60.96)
Washington,16.63,(14.53 - 18.98),63.9,(60.58 - 67.09),59.32,(55.94 - 62.62),59.98,(57.00 - 62.90)
Region 1,17.35,(13.46 - 22.07),*,(* - *),*,(* - *),59,(52.31 - 65.38)
Region 2,15.51,(11.89 - 19.99),*,(* - *),*,(* - *),47.22,(40.76 - 53.78)
Region 3,15.51,(11.98 - 19.83),*,(* - *),*,(* - *),60.44,(54.20 - 66.36)
Region 4 (King),16.08,(12.79 - 20.02),66.9,(61.32 - 72.05),63.23,(57.68 - 68.45),63.74,(58.78 - 68.42)
Region 5,16.56,(12.86 - 21.07),*,(* - *),59.58,(53.04 - 65.79),60.24,(54.34 - 65.85)
Region 6,18.77,(14.90 - 23.36),61.5,(55.01 - 67.60),59.76,(53.00 - 66.16),59.98,(53.93 - 65.75)
West Virginia,15.72,(13.64 - 18.05),55.01,(51.83 - 58.16),35.44,(32.14 - 38.88),38.06,(35.09 - 41.12)
Eastern Highland,16.05,(12.81 - 19.92),53.97,(47.79 - 60.03),37.87,(31.74 - 44.41),39.89,(34.27 - 45.79)
Northern,15.99,(12.86 - 19.72),65.62,(60.63 - 70.28),40.09,(34.75 - 45.69),43.93,(39.12 - 48.87)
Northern A and B,17.7,(13.30 - 23.16),*,(* - *),*,(* - *),*,(* - *)
Northern C and D,15.2,(11.62 - 19.64),66.37,(60.55 - 71.72),39.15,(32.84 - 45.86),43.68,(38.05 - 49.48)
South Central,16.13,(13.38 - 19.31),52.21,(47.55 - 56.84),35.19,(30.86 - 39.78),37.4,(33.44 - 41.53)
South Central I,15.74,(12.03 - 20.33),*,(* - *),*,(* - *),*,(* - *)
South Central II,15.29,(11.34 - 20.30),*,(* - *),*,(* - *),35.15,(28.96 - 41.89)
South Central III,16.96,(13.10 - 21.68),52.45,(45.62 - 59.18),38.68,(32.42 - 45.34),40.36,(34.61 - 46.40)
Southern,14.07,(11.04 - 17.76),44.55,(38.84 - 50.41),26.86,(21.98 - 32.38),29.13,(24.57 - 34.16)
Southern I and III,14.08,(10.49 - 18.63),*,(* - *),*,(* - *),30.34,(24.50 - 36.90)
Southern II,14.04,(10.19 - 19.04),*,(* - *),*,(* - *),26.75,(21.16 - 33.18)
Wisconsin,21.38,(19.01 - 23.96),74.44,(71.33 - 77.32),68.18,(65.00 - 71.19),69.12,(66.32 - 71.80)
Milwaukee,16.54,(12.68 - 21.28),71.65,(65.29 - 77.25),66.77,(60.06 - 72.86),67.56,(61.63 - 72.97)
Northeastern,23.7,(19.36 - 28.67),76.83,(71.30 - 81.57),70.72,(64.72 - 76.07),71.59,(66.24 - 76.40)
Northern,21.92,(17.13 - 27.60),70.49,(63.92 - 76.30),*,(* - *),*,(* - *)
Southeastern,24.68,(20.38 - 29.55),76.35,(70.55 - 81.30),74.38,(69.14 - 78.99),74.64,(69.88 - 78.88)
Southern,18.33,(14.50 - 22.89),74.33,(68.16 - 79.65),64.61,(58.56 - 70.22),66.21,(60.91 - 71.13)
Western,22.66,(17.89 - 28.26),74.42,(68.07 - 79.88),*,(* - *),64.79,(58.07 - 70.97)
Wyoming,20.28,(18.11 - 22.63),69.52,(66.42 - 72.46),57.07,(53.68 - 60.39),59.04,(56.06 - 61.96)
Judicial District 1 (Laramie),21.48,(17.18 - 26.52),70.67,(64.29 - 76.33),*,(* - *),62.12,(55.89 - 67.99)
Judicial District 2,19.67,(15.29 - 24.94),72.01,(66.03 - 77.29),*,(* - *),59.66,(53.15 - 65.86)
Judicial District 3,19.87,(15.81 - 24.67),*,(* - *),*,(* - *),56.1,(49.93 - 62.09)
Judicial District 4,*,(* - *),*,(* - *),*,(* - *),*,(* - *)
Judicial District 5,20.55,(15.90 - 26.14),*,(* - *),*,(* - *),*,(* - *)
Judicial District 6,19.85,(15.47 - 25.10),*,(* - *),*,(* - *),*,(* - *)
Judicial District 7 (Natrona),20.79,(16.57 - 25.76),*,(* - *),*,(* - *),57.97,(51.78 - 63.91)
Judicial District 8,21.84,(17.10 - 27.47),*,(* - *),*,(* - *),*,(* - *)
Judicial District 9,18.89,(14.74 - 23.86),*,(* - *),*,(* - *),59.87,(53.32 - 66.09)
