Northwest (excluding Jackson),*,(* - *),26.99,(21.51 - 33.27),*,(* - *),45.49,(39.52 - 51.59)
Southeast,38.46,(32.37 - 44.93),28.01,(22.83 - 33.85),*,(* - *),46.63,(40.57 - 52.80)
Southwest,40.32,(34.59 - 46.32),26.35,(21.55 - 31.80),47.21,(41.10 - 53.41),44.03,(38.68 - 49.51)
Montana,32.86,(29.89 - 35.99),17.59,(15.33 - 20.09),38.18,(34.88 - 41.60),35.06,(32.18 - 38.05)
Region 1,35.57,(29.38 - 42.28),23.55,(18.39 - 29.63),*,(* - *),42.25,(35.85 - 48.91)
Region 2,36.94,(30.74 - 43.59),24.13,(19.02 - 30.11),*,(* - *),41.44,(35.65 - 47.49)
Region 3,33.14,(27.87 - 38.88),19.03,(15.18 - 23.60),38.27,(32.69 - 44.17),35.55,(30.66 - 40.75)
Region 4,31.58,(26.76 - 36.83),14.21,(11.33 - 17.67),34.9,(29.82 - 40.34),31.44,(27.12 - 36.11)
Region 5,30.75,(26.02 - 35.93),15.38,(12.30 - 19.06),35.86,(30.85 - 41.20),32.69,(28.37 - 37.33)
Nebraska,36,(32.82 - 39.31),26.22,(23.36 - 29.30),43.36,(40.00 - 46.78),40.58,(37.68 - 43.56)
Regions 1 and 2,*,(* - *),*,(* - *),*,(* - *),43.7,(37.50 - 50.11)
Region 3,*,(* - *),29.88,(24.02 - 36.47),49.31,(42.70 - 55.95),46.33,(40.53 - 52.23)
Region 4,40.51,(34.43 - 46.90),32.48,(26.69 - 38.87),50.06,(43.54 - 56.59),47.53,(41.81 - 53.32)
Region 5,34.37,(29.30 - 39.83),24.07,(20.14 - 28.49),41.41,(36.01 - 47.03),38.17,(33.65 - 42.92)
Region 6,33.5,(29.04 - 38.26),24.82,(20.84 - 29.27),39.46,(34.63 - 44.51),37.09,(32.90 - 41.48)
Nevada,32.77,(29.53 - 36.18),25.59,(22.67 - 28.75),37.38,(34.03 - 40.85),35.76,(32.81 - 38.83)
Clark,32.07,(28.19 - 36.22),26.48,(23.08 - 30.18),37.3,(33.32 - 41.46),35.79,(32.30 - 39.44)
Rural,36.21,(30.50 - 42.34),25.78,(20.59 - 31.75),38.56,(32.82 - 44.63),37.06,(31.88 - 42.56)
Washoe,32.54,(26.65 - 39.05),21.54,(17.08 - 26.78),36.7,(31.00 - 42.80),34.54,(29.48 - 39.97)
New Hampshire,26.78,(23.93 - 29.84),13.96,(11.82 - 16.42),28.74,(25.80 - 31.87),26.72,(24.12 - 29.50)
Central,26.77,(22.43 - 31.60),14.2,(11.47 - 17.45),30.05,(25.62 - 34.90),27.72,(23.86 - 31.95)
Central 1,26.63,(21.08 - 33.03),12.52,(9.34 - 16.59),28.32,(22.77 - 34.61),25.67,(20.92 - 31.07)
Central 2,*,(* - *),16.34,(12.48 - 21.12),31.65,(25.91 - 38.00),29.7,(24.61 - 35.36)
Northern,22.78,(17.93 - 28.49),11.86,(8.63 - 16.09),28.03,(22.67 - 34.10),25.77,(21.03 - 31.15)
Southern,27.65,(24.32 - 31.23),14.33,(11.79 - 17.31),28.28,(25.04 - 31.77),26.46,(23.57 - 29.56)
Southern 1 (Rockingham),28.1,(23.10 - 33.71),13.46,(10.14 - 17.66),26.99,(22.46 - 32.05),25.42,(21.31 - 30.02)
Southern 2,27.37,(23.46 - 31.67),14.77,(11.79 - 18.35),29.1,(24.99 - 33.57),27.09,(23.49 - 31.01)
New Jersey,30.49,(27.50 - 33.67),21.95,(19.21 - 24.97),42.48,(39.16 - 45.87),39.82,(36.86 - 42.85)
Central,30.95,(25.79 - 36.62),19.98,(15.81 - 24.93),37.38,(31.74 - 43.38),35.3,(30.26 - 40.68)
Metropolitan,30.59,(25.43 - 36.29),26.12,(21.48 - 31.36),45.09,(39.31 - 51.00),42.41,(37.32 - 47.66)
Northern,30.11,(25.58 - 35.07),22.44,(18.32 - 27.18),43.5,(38.49 - 48.64),40.85,(36.38 - 45.48)
Southern,30.44,(25.39 - 36.02),17.92,(14.05 - 22.59),43.58,(37.75 - 49.60),40.16,(35.02 - 45.52)
New Mexico,28.19,(25.02 - 31.59),25.24,(22.42 - 28.28),43.93,(40.49 - 47.43),40.94,(37.93 - 44.02)
Region 1,25.98,(21.01 - 31.65),24.2,(19.56 - 29.55),43.33,(37.23 - 49.65),40.26,(34.95 - 45.81)
Region 2,*,(* - *),24.98,(19.77 - 31.03),42.29,(36.07 - 48.76),39.98,(34.42 - 45.80)
Region 3 (Bernalillo),27.66,(23.07 - 32.77),23.4,(19.59 - 27.69),38.05,(33.21 - 43.15),35.66,(31.46 - 40.08)
Region 4,*,(* - *),27.94,(22.47 - 34.16),*,(* - *),48.71,(42.72 - 54.73)
Region 5,29.66,(24.19 - 35.77),27.44,(22.77 - 32.65),49.49,(43.42 - 55.57),45.71,(40.49 - 51.02)
New York,32.01,(30.36 - 33.70),22.73,(21.14 - 24.41),41.12,(39.32 - 42.95),38.47,(36.88 - 40.08)
Region A,33.95,(31.38 - 36.62),27.41,(25.09 - 29.87),42.86,(40.30 - 45.46),40.51,(38.27 - 42.80)
Region 1,34.51,(29.74 - 39.60),32.84,(27.73 - 38.39),49.22,(43.67 - 54.78),46.52,(41.69 - 51.43)
Region 2,33.87,(29.81 - 38.19),26.09,(22.44 - 30.11),43.55,(39.37 - 47.82),40.82,(37.20 - 44.55)
Region 3,28.85,(23.70 - 34.61),18.68,(15.22 - 22.72),34.56,(29.86 - 39.57),32.27,(28.13 - 36.70)
Region 4,36.26,(31.49 - 41.32),32.07,(27.82 - 36.64),44.6,(39.73 - 49.57),42.78,(38.49 - 47.18)
Region B,31.19,(28.61 - 33.89),20.52,(18.15 - 23.12),38.41,(35.48 - 41.44),36.15,(33.53 - 38.85)
Region 5,30.49,(26.98 - 34.24),20.67,(17.43 - 24.34),38.55,(34.65 - 42.61),36.33,(32.84 - 39.97)
Region 6,32.36,(27.77 - 37.33),21.1,(17.10 - 25.75),37.35,(32.42 - 42.56),35.37,(30.92 - 40.10)
Region 7,31.62,(26.60 - 37.10),19.3,(15.37 - 23.95),39.71,(33.97 - 45.76),36.78,(31.73 - 42.13)
Region C,29.3,(26.96 - 31.76),17.14,(15.35 - 19.08),40.12,(37.46 - 42.84),36.73,(34.42 - 39.10)
Region 8,27.24,(22.54 - 32.51),15.42,(12.41 - 19.00),36.31,(31.06 - 41.91),33.31,(28.73 - 38.24)
Region 9,30.48,(26.03 - 35.33),17.56,(14.22 - 21.49),42.51,(37.26 - 47.94),38.77,(34.25 - 43.50)
Region 10,31.98,(26.84 - 37.61),15.84,(12.55 - 19.78),42.65,(36.79 - 48.73),37.73,(32.83 - 42.89)
Region 11,28.56,(23.95 - 33.67),18.73,(15.37 - 22.62),41.83,(36.95 - 46.88),38.43,(34.18 - 42.88)
Region 12,29.6,(25.41 - 34.16),17.4,(14.24 - 21.08),38.98,(34.37 - 43.80),36.04,(31.98 - 40.31)
Region D,33.3,(29.61 - 37.20),19.65,(16.92 - 22.70),43.7,(39.85 - 47.62),40.04,(36.67 - 43.50)
Region 13,*,(* - *),20.69,(16.12 - 26.17),42.94,(36.82 - 49.28),39.74,(34.33 - 45.41)
Region 14,31.7,(25.88 - 38.15),19.88,(15.76 - 24.76),43.62,(37.41 - 50.04),39.71,(34.36 - 45.31)
Region 15,31.87,(26.22 - 38.12),18.5,(14.69 - 23.03),44.44,(38.11 - 50.96),40.62,(35.12 - 46.37)
North Carolina,32.84,(29.90 - 35.92),26.55,(23.85 - 29.44),44.23,(40.67 - 47.85),41.74,(38.61 - 44.93)
Eastern,34.35,(29.04 - 40.09),27.21,(22.59 - 32.39),47.71,(41.33 - 54.16),44.56,(39.02 - 50.24)
North Central,30.92,(26.03 - 36.27),27.46,(22.89 - 32.56),42.88,(36.79 - 49.19),40.7,(35.35 - 46.28)
South Central,36.01,(30.79 - 41.58),24.73,(20.18 - 29.92),45.31,(39.58 - 51.18),42.28,(37.26 - 47.45)
Western,30.88,(26.41 - 35.73),26.87,(22.87 - 31.28),42.55,(37.55 - 47.71),40.53,(36.08 - 45.15)
North Dakota,37.18,(34.11 - 40.37),23.67,(21.07 - 26.47),42.98,(39.67 - 46.36),39.61,(36.77 - 42.52)
Badlands and West Central,33.76,(28.92 - 38.97),24.81,(20.20 - 30.08),42.91,(37.21 - 48.82),40.3,(35.27 - 45.55)
Lake Region and South Central,44.35,(38.19 - 50.70),*,(* - *),48.53,(42.20 - 54.92),46.26,(40.58 - 52.05)
North Central and Northwest,41.2,(35.22 - 47.45),24.94,(20.31 - 30.22),46.33,(40.07 - 52.71),42.99,(37.59 - 48.56)
Northeast,38.8,(32.64 - 45.34),23.77,(19.36 - 28.81),41.02,(35.17 - 47.14),37.07,(32.24 - 42.18)
Southeast,32.28,(27.31 - 37.69),19.71,(16.14 - 23.83),38.12,(32.71 - 43.84),34.17,(29.74 - 38.89)
Ohio,35.65,(34.08 - 37.24),23.05,(21.63 - 24.54),41.11,(39.39 - 42.84),38.45,(36.98 - 39.95)
"Boards 2, 46, 55, and 68",37.97,(32.52 - 43.74),24.96,(20.66 - 29.82),44.71,(39.21 - 50.34),41.92,(37.08 - 46.92)
"Boards 3, 52, and 85",40.72,(34.62 - 47.11),28.73,(23.53 - 34.55),41.36,(35.54 - 47.43),39.51,(34.40 - 44.87)
Boards 4 and 78,35.64,(30.06 - 41.63),23.86,(19.42 - 28.96),42.96,(36.89 - 49.26),40.54,(35.11 - 46.22)
Boards 5 and 60,45.23,(38.63 - 52.00),26.21,(21.58 - 31.43),45.59,(39.68 - 51.64),42.04,(37.03 - 47.21)
"Boards 7, 15, 41, 79, and 84",42.51,(36.57 - 48.68),26.7,(21.72 - 32.35),49.7,(43.92 - 55.48),46.77,(41.63 - 51.98)
"Boards 8, 13, and 83",37.91,(32.44 - 43.72),22.67,(18.26 - 27.79),37.72,(32.28 - 43.50),35.63,(30.80 - 40.78)
Board 9 (Butler),38.28,(32.27 - 44.66),21.99,(17.72 - 26.95),42.09,(36.18 - 48.23),38.53,(33.51 - 43.81)
Board 12,40.47,(34.10 - 47.17),26.7,(21.60 - 32.51),45.64,(39.35 - 52.07),42.62,(37.13 - 48.30)
Boards 18 and 47,33.8,(30.06 - 37.76),19.72,(16.84 - 22.96),39.44,(35.61 - 43.42),36.85,(33.47 - 40.36)
"Boards 20, 32, 54, and 69",41.83,(36.08 - 47.81),29.11,(23.48 - 35.45),43.98,(37.82 - 50.34),41.87,(36.44 - 47.51)
"Boards 21, 39, 51, 70, and 80",32.78,(27.88 - 38.09),22.95,(19.02 - 27.41),38.91,(33.41 - 44.72),36.76,(31.90 - 41.91)
"Boards 22, 74, and 87",30.05,(24.41 - 36.37),20.08,(15.72 - 25.28),40.98,(34.64 - 47.63),37.61,(32.14 - 43.40)
Boards 23 and 45,36.54,(31.08 - 42.38),25.41,(20.59 - 30.92),43.98,(37.82 - 50.33),41.34,(35.91 - 47.00)
Board 25 (Franklin),29.98,(25.93 - 34.37),20.06,(17.19 - 23.27),36.77,(32.49 - 41.27),33.77,(30.17 - 37.57)
"Boards 27, 71, and 73",41.82,(36.45 - 47.40),29.14,(24.22 - 34.59),46.47,(40.90 - 52.12),43.98,(39.05 - 49.03)
"Boards 28, 43, and 67",34.67,(29.49 - 40.25),22.83,(18.79 - 27.45),41.67,(36.51 - 47.01),38.96,(34.47 - 43.64)
Board 31 (Hamilton),29.01,(24.73 - 33.69),21.39,(17.78 - 25.51),36.93,(32.21 - 41.90),34.55,(30.47 - 38.88)
Board 48 (Lucas),35.94,(30.84 - 41.37),21.89,(18.04 - 26.29),39.17,(33.79 - 44.82),36.46,(31.78 - 41.41)
Boards 50 and 76,34.82,(30.11 - 39.85),22.84,(18.99 - 27.22),43.27,(37.99 - 48.70),40.6,(35.93 - 45.45)
Board 57 (Montgomery),36.89,(31.39 - 42.75),22.17,(18.15 - 26.79),39.66,(34.19 - 45.41),37.05,(32.26 - 42.12)
Board 77 (Summit),34.62,(29.82 - 39.76),24.11,(19.76 - 29.08),38.95,(33.58 - 44.60),36.98,(32.21 - 42.01)
Oklahoma,36.56,(33.15 - 40.11),28.61,(25.57 - 31.86),45.29,(41.83 - 48.80),42.62,(39.61 - 45.69)
Central,*,(* - *),25.15,(20.01 - 31.10),44.84,(38.19 - 51.68),41.27,(35.53 - 47.26)
East Central,*,(* - *),*,(* - *),46.56,(40.01 - 53.23),44.01,(38.20 - 49.99)
Northeast,*,(* - *),27.33,(22.08 - 33.29),42.57,(36.45 - 48.92),40.15,(34.82 - 45.71)
Northwest and Southwest,37.86,(31.67 - 44.47),29.46,(24.13 - 35.42),*,(* - *),44.98,(39.12 - 50.98)
Oklahoma County,33.09,(26.99 - 39.82),28.83,(23.48 - 34.85),48.63,(42.39 - 54.93),45.29,(39.89 - 50.80)
Southeast,39.99,(34.00 - 46.30),*,(* - *),46.94,(40.41 - 53.56),45.1,(39.30 - 51.05)
Tulsa County,32.32,(26.48 - 38.76),26.72,(21.80 - 32.29),39.05,(32.92 - 45.56),37.09,(31.77 - 42.74)
Oregon,30.53,(27.46 - 33.78),18.85,(16.45 - 21.52),31.43,(28.51 - 34.51),29.63,(27.05 - 32.35)
Region 1 (Multnomah),*,(* - *),16.94,(13.15 - 21.55),27.03,(22.27 - 32.38),25.51,(21.31 - 30.23)
Region 2,29.52,(24.82 - 34.69),17.65,(13.88 - 22.18),28.12,(23.77 - 32.92),26.66,(22.76 - 30.95)
Region 3,32.88,(28.08 - 38.07),20.12,(16.75 - 23.98),33.6,(29.02 - 38.51),31.48,(27.52 - 35.72)
Region 4,*,(* - *),19.82,(15.22 - 25.39),33.91,(28.12 - 40.22),32.26,(27.05 - 37.95)
Region 5,28.63,(22.87 - 35.18),*,(* - *),*,(* - *),34.35,(28.65 - 40.55)
Pennsylvania,35.03,(33.41 - 36.69),21.64,(20.28 - 23.07),43.37,(41.65 - 45.11),40.31,(38.81 - 41.82)
Region 1 (Allegheny),32.61,(28.53 - 36.97),18.08,(14.96 - 21.68),42.99,(38.46 - 47.63),39.69,(35.68 - 43.84)
"Regions 2, 3, 8, and 9",34.48,(29.31 - 40.05),21.4,(17.39 - 26.06),45.15,(39.78 - 50.63),41.75,(37.04 - 46.62)
"Regions 4, 11, 37, and 49",33.74,(29.22 - 38.57),21.55,(17.90 - 25.72),42.53,(37.45 - 47.77),39.79,(35.30 - 44.46)
"Regions 5, 18, 23, 24, and 46",40.63,(35.99 - 45.45),28.18,(23.89 - 32.91),48.92,(43.84 - 54.03),46.02,(41.55 - 50.55)
"Regions 6, 12, 16, 31, 35, 39, 45, and 47",38.64,(33.86 - 43.64),20.3,(17.05 - 23.99),45.45,(40.17 - 50.84),40.8,(36.40 - 45.36)
"Regions 7, 13, 20, and 33",32.17,(28.97 - 35.54),19.01,(16.41 - 21.91),36.76,(33.21 - 40.46),34.45,(31.33 - 37.72)
"Regions 10, 14, 15, 27, 32, 43, and 44",37.99,(32.65 - 43.64),25.34,(20.97 - 30.27),47.17,(41.81 - 52.59),44.24,(39.52 - 49.07)
Regions 17 and 21,33.24,(27.59 - 39.41),19.42,(15.40 - 24.18),41.75,(35.43 - 48.35),38.18,(32.73 - 43.94)
"Regions 19, 26, 28, and 42",37.89,(33.84 - 42.13),24.46,(21.13 - 28.13),45.14,(40.80 - 49.55),42.29,(38.48 - 46.20)
"Regions 22, 38, 40, 41, and 48",33.29,(28.83 - 38.06),22.21,(18.37 - 26.59),43.26,(38.23 - 48.42),40.71,(36.20 - 45.38)
Regions 25 and 30,37.31,(32.00 - 42.96),22.47,(18.35 - 27.21),48.25,(42.77 - 53.77),44.9,(40.07 - 49.82)
Regions 29 and 34,30.99,(25.89 - 36.60),22.1,(17.86 - 27.02),44.76,(39.01 - 50.64),41.7,(36.61 - 46.96)
Region 36 (Philadelphia),36.31,(32.14 - 40.71),22.21,(19.22 - 25.51),45.46,(40.72 - 50.28),41.51,(37.51 - 45.62)
Rhode Island,30.72,(27.49 - 34.14),17.4,(14.98 - 20.12),35.27,(32.03 - 38.64),32.51,(29.70 - 35.45)
Bristol and Newport,27.2,(21.83 - 33.32),16.37,(12.25 - 21.53),33.89,(27.81 - 40.54),31.54,(26.14 - 37.50)
Kent,29.71,(24.27 - 35.81),16,(12.12 - 20.82),34.75,(28.88 - 41.13),32.44,(27.18 - 38.20)
Providence,32.7,(28.41 - 37.29),18.92,(15.88 - 22.39),36.35,(32.21 - 40.70),33.46,(29.93 - 37.19)
Washington,25.86,(20.61 - 31.92),12.22,(9.14 - 16.15),32.26,(26.67 - 38.41),28.99,(24.19 - 34.31)
South Carolina,35.57,(32.61 - 38.64),26.28,(23.43 - 29.34),46.5,(43.22 - 49.81),43.51,(40.66 - 46.41)
Region 1,35.1,(30.10 - 40.44),25.02,(20.52 - 30.13),48.6,(43.00 - 54.24),45.23,(40.32 - 50.23)
Region 2,32.84,(28.11 - 37.93),24.78,(20.80 - 29.25),43.6,(38.41 - 48.94),40.77,(36.28 - 45.43)
Region 3,36.36,(31.11 - 41.96),28.82,(23.40 - 34.93),48.47,(42.80 - 54.18),45.69,(40.66 - 50.82)
Region 4,38.52,(33.49 - 43.81),27.55,(23.01 - 32.60),46.25,(40.72 - 51.87),43.36,(38.54 - 48.31)
South Dakota,37.4,(34.31 - 40.60),25.76,(23.05 - 28.68),42.91,(39.75 - 46.14),40.12,(37.39 - 42.91)
Region 1,36.62,(30.53 - 43.17),23.79,(18.79 - 29.64),43.74,(37.96 - 49.69),40.48,(35.47 - 45.70)
Region 2,37.73,(32.19 - 43.62),27.71,(23.20 - 32.72),39.93,(34.55 - 45.56),37.85,(33.23 - 42.69)
Region 3,38.26,(32.69 - 44.15),26.69,(21.97 - 31.99),44.35,(38.41 - 50.46),41.12,(36.10 - 46.34)
Region 4,*,(* - *),24.4,(19.08 - 30.64),*,(* - *),41.07,(35.18 - 47.23)
Region 5,*,(* - *),27.05,(21.49 - 33.44),*,(* - *),42.62,(36.50 - 48.98)
Region 6,*,(* - *),*,(* - *),*,(* - *),46.33,(39.88 - 52.90)
Region 7,*,(* - *),21.54,(16.83 - 27.13),39.75,(33.91 - 45.90),36.8,(31.73 - 42.18)
Tennessee,35.67,(32.76 - 38.69),24.7,(22.06 - 27.55),44.58,(41.24 - 47.97),41.76,(38.84 - 44.75)
Region 1,*,(* - *),*,(* - *),*,(* - *),43.36,(37.02 - 49.93)
Region 2,34.08,(28.61 - 40.02),21.72,(17.59 - 26.52),44.06,(37.96 - 50.34),40.98,(35.64 - 46.54)
Region 3,37.15,(31.70 - 42.95),26.47,(21.74 - 31.80),44.85,(38.84 - 51.01),42.33,(37.05 - 47.79)
Region 4 (Davidson),*,(* - *),23.57,(18.48 - 29.54),*,(* - *),39.38,(33.43 - 45.67)
Region 5,36.86,(31.73 - 42.31),23.17,(18.79 - 28.21),41.35,(36.03 - 46.88),38.75,(34.06 - 43.65)
Region 6,38.59,(32.19 - 45.42),*,(* - *),*,(* - *),48.99,(42.76 - 55.25)
Region 7 (Shelby),34.47,(28.71 - 40.73),24.94,(19.80 - 30.90),45.04,(38.71 - 51.52),42.03,(36.50 - 47.76)
Texas,38.35,(36.67 - 40.05),28.21,(26.66 - 29.81),47.75,(45.99 - 49.50),44.53,(43.04 - 46.03)
Region 1,37.8,(32.21 - 43.73),25.6,(21.25 - 30.49),50.21,(44.24 - 56.16),45.86,(40.81 - 51.01)
Region 2,36.38,(30.48 - 42.71),24.2,(19.40 - 29.76),49.13,(42.64 - 55.66),45.23,(39.61 - 50.97)
Region 3,37.57,(34.78 - 40.45),26.62,(24.16 - 29.23),44.22,(41.32 - 47.15),41.4,(38.91 - 43.94)
Region 3a,36.64,(33.18 - 40.24),26.66,(23.61 - 29.95),44.49,(41.06 - 47.96),41.57,(38.62 - 44.58)
Region 3bc,39.2,(34.70 - 43.89),26.54,(22.84 - 30.59),43.74,(39.05 - 48.55),41.09,(37.05 - 45.27)
Region 4,41.68,(36.10 - 47.48),28.41,(23.71 - 33.62),46.13,(40.41 - 51.96),43.72,(38.67 - 48.90)
Region 5,40.16,(34.28 - 46.33),25.29,(20.48 - 30.80),48.16,(42.43 - 53.94),44.78,(39.71 - 49.96)
Region 6,39.89,(36.76 - 43.10),29.79,(27.13 - 32.60),45.92,(42.63 - 49.23),43.32,(40.51 - 46.18)
Region 6a,40.06,(36.67 - 43.55),30.29,(27.43 - 33.31),45.85,(42.27 - 49.47),43.3,(40.24 - 46.42)
Region 6bc,38.4,(32.23 - 44.96),25.08,(20.01 - 30.93),46.47,(40.42 - 52.62),43.47,(38.13 - 48.96)
Region 7,34.45,(30.72 - 38.37),21.81,(19.00 - 24.91),40.16,(36.48 - 43.95),36.54,(33.45 - 39.74)
Region 7a,32.96,(28.04 - 38.29),20.7,(17.17 - 24.73),36.05,(31.55 - 40.81),33.19,(29.37 - 37.24)
Region 7bcd,36.44,(30.92 - 42.34),23.31,(19.31 - 27.86),46.76,(41.10 - 52.51),41.73,(37.12 - 46.50)
Region 8,37.43,(33.11 - 41.96),27.53,(23.65 - 31.77),52.15,(47.70 - 56.57),48.38,(44.51 - 52.26)
Region 9,37.5,(31.19 - 44.26),29.85,(24.17 - 36.23),55.02,(48.73 - 61.16),51.08,(45.62 - 56.52)
Region 10,40.3,(34.38 - 46.52),37.19,(31.07 - 43.76),61.98,(55.97 - 67.65),57.73,(52.49 - 62.81)
Region 11,40.07,(35.74 - 44.55),39.13,(34.76 - 43.69),61.44,(56.89 - 65.80),57.47,(53.55 - 61.29)
Region 11abd,41.24,(35.59 - 47.13),38.12,(32.54 - 44.04),60.94,(55.18 - 66.41),57.03,(52.03 - 61.88)
Region 11c (Hidalgo),37.96,(32.35 - 43.91),40.95,(35.07 - 47.10),62.47,(56.57 - 68.01),58.35,(53.32 - 63.21)
Utah,45.12,(41.69 - 48.60),35.03,(31.75 - 38.46),45.2,(41.66 - 48.79),43.02,(40.07 - 46.02)
"Bear River, Northeastern, Summit, Tooele, and Wasatch",*,(* - *),*,(* - *),50.51,(43.93 - 57.06),47.52,(41.95 - 53.16)
"Central, Four Corners, San Juan, and Southwest",49.4,(42.84 - 55.98),*,(* - *),*,(* - *),48.08,(42.16 - 54.06)
Davis County,*,(* - *),*,(* - *),*,(* - *),45.28,(39.34 - 51.35)
Salt Lake County,42.06,(37.15 - 47.13),32.85,(28.57 - 37.44),40.1,(35.40 - 44.98),38.68,(34.73 - 42.78)
Utah County,*,(* - *),37.03,(31.45 - 42.98),47.79,(41.13 - 54.52),44.52,(39.27 - 49.90)
"Weber, Morgan",*,(* - *),*,(* - *),46.88,(40.17 - 53.71),44.75,(38.98 - 50.67)
Vermont,26.55,(23.82 - 29.47),13.92,(11.90 - 16.23),30.87,(27.70 - 34.22),28.4,(25.65 - 31.33)
Champlain Valley,25.84,(22.15 - 29.92),11.69,(9.28 - 14.64),26.82,(22.79 - 31.28),24.19,(20.79 - 27.96)
Rural Northeast,28.11,(23.55 - 33.17),17.16,(13.51 - 21.54),35.37,(29.96 - 41.17),32.85,(28.11 - 37.97)
Rural Southeast,26.66,(21.86 - 32.07),14.55,(11.23 - 18.64),31.64,(26.20 - 37.64),29.68,(24.78 - 35.09)
Rural Southwest,25.88,(20.77 - 31.74),15.27,(11.73 - 19.64),32.41,(26.46 - 38.98),30.2,(24.93 - 36.06)
Virginia,36.65,(33.49 - 39.93),23.12,(20.47 - 26.00),42.88,(39.55 - 46.27),40.09,(37.16 - 43.09)
Region 1,34.03,(28.44 - 40.11),21.91,(17.64 - 26.88),41.95,(35.82 - 48.33),38.99,(33.64 - 44.63)
Region 2,39.36,(33.80 - 45.20),24.12,(19.79 - 29.05),37.93,(32.88 - 43.25),36.15,(31.65 - 40.91)
Region 3,35.37,(29.77 - 41.41),22.61,(18.29 - 27.61),47.17,(40.69 - 53.74),43.77,(38.11 - 49.60)
Region 4,35.03,(29.36 - 41.15),23.5,(19.06 - 28.62),44.28,(38.22 - 50.52),41.5,(36.11 - 47.09)
Region 5,37.65,(32.32 - 43.30),23.03,(18.84 - 27.83),44.82,(39.03 - 50.75),41.34,(36.33 - 46.53)
Washington,29.38,(26.46 - 32.48),16.24,(14.01 - 18.76),28.14,(25.29 - 31.18),26.41,(23.90 - 29.10)
Region 1,32.29,(26.39 - 38.80),18.27,(14.22 - 23.16),32.17,(26.56 - 38.35),29.95,(25.09 - 35.32)
Region 2,34.24,(28.26 - 40.76),22.38,(17.41 - 28.28),38.67,(32.38 - 45.35),36.09,(30.61 - 41.96)
Region 3,29.08,(23.94 - 34.82),14.76,(11.31 - 19.05),27.42,(22.33 - 33.17),25.56,(21.09 - 30.62)
Region 4 (King),23.71,(19.30 - 28.75),14,(10.93 - 17.75),23.25,(19.17 - 27.89),21.96,(18.33 - 26.06)
Region 5,31.23,(25.46 - 37.66),16.9,(13.06 - 21.59),29.27,(24.31 - 34.78),27.4,(23.03 - 32.26)
Region 6,30.75,(25.61 - 36.42),15.71,(12.25 - 19.94),28.28,(22.96 - 34.28),26.62,(21.90 - 31.95)
West Virginia,38,(35.10 - 40.99),26.15,(23.53 - 28.96),48.88,(45.45 - 52.31),45.83,(42.81 - 48.89)
Eastern Highland,37.95,(32.75 - 43.44),26.77,(22.10 - 32.01),49.26,(43.27 - 55.27),46.42,(41.12 - 51.81)
Northern,36.67,(32.05 - 41.56),21.93,(18.42 - 25.90),48.04,(43.08 - 53.04),44.11,(39.80 - 48.52)
Northern A and B,*,(* - *),25.2,(19.83 - 31.46),*,(* - *),44.65,(38.19 - 51.29)
Northern C and D,37.51,(31.81 - 43.58),20.73,(16.70 - 25.45),48.45,(42.51 - 54.43),43.84,(38.77 - 49.04)
South Central,37.55,(33.72 - 41.55),27.11,(23.63 - 30.90),47.12,(42.73 - 51.56),44.52,(40.65 - 48.46)
South Central I,36.38,(30.48 - 42.73),26.72,(21.54 - 32.62),51.12,(44.50 - 57.70),48.21,(42.30 - 54.18)
South Central II,*,(* - *),28.74,(23.27 - 34.92),*,(* - *),48.44,(42.05 - 54.88)
South Central III,33.48,(28.00 - 39.44),26.01,(21.06 - 31.65),41.63,(35.24 - 48.32),39.72,(34.03 - 45.70)
Southern,40.99,(35.84 - 46.34),30.4,(25.83 - 35.40),53.03,(47.46 - 58.53),50.12,(45.13 - 55.10)
Southern I and III,41.42,(35.07 - 48.08),31.59,(25.72 - 38.10),*,(* - *),50.61,(44.31 - 56.90)
Southern II,*,(* - *),28.07,(22.52 - 34.38),*,(* - *),49.15,(42.89 - 55.43)
Wisconsin,31.06,(28.10 - 34.18),19.78,(17.27 - 22.55),36.9,(33.93 - 39.97),34.31,(31.71 - 37.00)
Milwaukee,32,(26.12 - 38.52),21.46,(17.11 - 26.55),36.84,(31.05 - 43.04),34.36,(29.31 - 39.80)
Northeastern,28.34,(23.48 - 33.77),19.3,(15.38 - 23.94),35.02,(29.63 - 40.82),32.76,(28.03 - 37.87)
Northern,*,(* - *),21.3,(16.75 - 26.70),*,(* - *),38.28,(32.44 - 44.47)
Southeastern,31.77,(26.83 - 37.17),20.01,(15.90 - 24.88),35.1,(30.26 - 40.28),33.07,(28.77 - 37.68)
Southern,29.86,(24.75 - 35.53),18.31,(14.32 - 23.10),36.06,(30.94 - 41.52),33.14,(28.74 - 37.85)
Western,32.14,(26.65 - 38.16),19.38,(15.01 - 24.64),41.32,(34.86 - 48.08),37.59,(32.09 - 43.43)
Wyoming,35.54,(32.41 - 38.79),19.32,(16.87 - 22.03),39.3,(36.15 - 42.55),36.14,(33.40 - 38.96)
Judicial District 1 (Laramie),35.74,(29.71 - 42.26),22.18,(17.75 - 27.35),39.95,(34.11 - 46.09),37.22,(32.12 - 42.63)
Judicial District 2,*,(* - *),15.39,(12.02 - 19.51),*,(* - *),31.38,(26.35 - 36.89)
